participant,expectancy,owner,rt,accuracy
P001,none,self,465.9,1
P001,none,self,389.3,1
P001,none,self,453.5,1
P001,none,self,442.7,0
P001,none,self,468.5,0
P001,none,self,462.0,1
P001,none,self,502.3,1
P001,none,self,472.5,1
P001,none,self,524.8,1
P001,none,friend,484.9,1
P001,none,friend,428.4,1
P001,none,friend,552.0,1
P001,none,friend,358.0,0
P001,none,friend,451.4,1
P001,none,friend,491.0,1
P001,none,friend,309.5,0
P001,none,friend,424.4,1
P001,none,friend,353.1,1
P001,none,friend,411.1,1
P001,none,friend,384.4,1
P001,none,friend,546.5,1
P001,none,friend,263.1,1
P001,none,friend,582.9,1
P001,none,friend,342.9,0
P001,none,friend,529.7,0
P001,none,friend,560.7,1
P001,none,friend,454.3,0
P001,none,friend,580.3,1
P001,none,friend,465.7,1
P001,none,friend,494.2,1
P001,none,friend,481.7,0
P001,none,friend,477.8,1
P001,none,friend,730.8,1
P001,none,friend,631.1,1
P001,none,friend,358.5,1
P001,none,friend,593.9,1
P001,none,friend,503.9,0
P001,none,friend,560.9,1
P001,none,friend,472.1,1
P001,none,friend,489.5,0
P001,none,friend,310.9,0
P001,none,friend,359.0,1
P001,none,friend,513.7,0
P001,none,friend,545.9,1
P001,none,friend,432.7,1
P001,none,friend,597.1,1
P001,none,friend,419.2,1
P001,none,friend,626.3,0
P001,none,friend,462.7,1
P001,none,friend,561.4,1
P001,none,friend,426.3,1
P001,none,friend,376.1,0
P001,none,friend,547.0,0
P001,none,friend,577.9,1
P001,none,friend,439.8,1
P001,none,friend,456.3,1
P001,none,friend,510.4,1
P001,none,friend,406.4,1
P001,none,friend,549.2,1
P001,none,friend,385.2,1
P001,none,friend,530.7,1
P001,none,friend,656.4,1
P001,none,friend,546.3,1
P001,none,friend,516.2,1
P001,none,friend,573.4,1
P001,none,friend,564.0,1
P001,none,friend,644.1,1
P001,none,friend,470.0,1
P001,none,friend,503.0,1
P001,none,friend,528.4,1
P001,none,friend,474.8,1
P001,none,friend,341.6,1
P001,none,friend,537.8,1
P001,none,friend,472.7,1
P001,none,friend,366.0,1
P001,none,friend,429.9,1
P001,none,friend,473.9,1
P001,none,friend,612.2,0
P001,none,friend,550.5,1
P001,none,friend,461.8,1
P001,none,friend,405.6,1
P001,none,friend,478.8,0
P001,none,friend,460.3,1
P001,none,friend,627.5,1
P001,none,friend,327.8,1
P001,none,friend,586.0,1
P001,none,friend,452.7,1
P001,none,friend,486.0,1
P001,none,friend,507.9,1
P001,none,friend,456.1,1
P001,none,friend,470.0,1
P001,none,friend,363.5,0
P001,none,friend,448.9,1
P001,none,friend,390.8,1
P001,none,friend,701.2,1
P001,none,friend,448.1,1
P001,none,friend,558.8,0
P001,none,friend,446.8,1
P001,none,friend,559.1,1
P001,none,friend,669.1,0
P001,none,friend,389.8,1
P001,none,friend,532.6,1
P001,none,friend,510.7,1
P001,none,friend,605.9,1
P001,none,friend,503.3,1
P001,none,friend,440.1,1
P001,none,friend,526.5,1
P001,none,friend,570.8,1
P001,none,friend,385.7,1
P001,none,friend,453.8,1
P001,none,friend,500.7,1
P001,none,friend,515.3,1
P001,none,friend,417.9,1
P001,none,friend,479.3,1
P001,none,friend,467.3,1
P001,none,friend,459.4,1
P001,none,friend,514.7,0
P001,none,friend,472.1,1
P001,none,friend,514.6,0
P001,none,friend,647.4,1
P001,none,friend,434.8,1
P002,none,self,598.5,1
P002,none,self,555.5,1
P002,none,self,482.5,1
P002,none,self,406.9,1
P002,none,self,384.4,1
P002,none,self,490.8,1
P002,none,self,569.0,1
P002,none,self,489.4,1
P002,none,self,482.3,1
P002,none,self,594.5,1
P002,none,self,437.2,1
P002,none,self,509.5,1
P002,none,self,521.5,1
P002,none,self,413.2,1
P002,none,self,474.8,1
P002,none,self,395.2,1
P002,none,self,580.7,1
P002,none,self,421.9,1
P002,none,self,635.5,1
P002,none,self,510.9,1
P002,none,self,454.1,1
P002,none,self,509.7,1
P002,none,self,380.8,1
P002,none,self,465.8,1
P002,none,self,543.9,1
P002,none,self,576.4,1
P002,none,self,385.3,1
P002,none,self,606.6,1
P002,none,self,513.0,1
P002,none,self,539.4,1
P002,none,self,465.2,1
P002,none,self,395.7,0
P002,none,self,413.0,1
P002,none,self,535.9,1
P002,none,self,583.9,1
P002,none,self,511.2,1
P002,none,self,518.3,1
P002,none,self,651.6,1
P002,none,self,576.4,1
P002,none,self,644.4,1
P002,none,self,513.4,1
P002,none,self,315.4,1
P002,none,self,378.4,1
P002,none,self,692.2,1
P002,none,self,444.4,1
P002,none,self,497.3,1
P002,none,self,605.8,1
P002,none,self,451.1,1
P002,none,self,383.0,1
P002,none,self,495.3,0
P002,none,self,374.3,1
P002,none,self,461.4,0
P002,none,self,429.1,0
P002,none,self,530.4,0
P002,none,self,660.2,0
P002,none,self,659.0,1
P002,none,self,399.2,1
P002,none,self,492.8,1
P002,none,self,380.5,1
P002,none,self,500.8,1
P002,none,self,563.3,1
P002,none,self,494.1,1
P002,none,self,508.7,1
P002,none,self,493.5,1
P002,none,self,605.4,1
P002,none,self,463.1,1
P002,none,self,457.0,1
P002,none,self,464.3,0
P002,none,self,543.9,1
P002,none,self,662.2,0
P002,none,self,665.4,1
P002,none,self,560.0,1
P002,none,self,751.1,1
P002,none,self,309.3,1
P002,none,self,504.2,1
P002,none,self,632.4,1
P002,none,self,450.6,1
P002,none,self,502.3,1
P002,none,self,428.8,1
P002,none,self,420.3,1
P002,none,self,493.8,1
P002,none,self,305.2,1
P002,none,self,486.2,1
P002,none,self,555.8,1
P002,none,self,380.3,0
P002,none,self,602.5,1
P002,none,self,416.3,1
P002,none,self,515.1,0
P002,none,self,488.3,1
P002,none,self,547.0,1
P002,none,self,379.0,1
P002,none,self,461.8,1
P002,none,self,517.4,1
P002,none,self,510.3,1
P002,none,self,463.3,1
P002,none,self,534.1,1
P002,none,self,436.8,1
P002,none,self,509.0,1
P002,none,self,432.3,1
P002,none,self,577.4,0
P002,none,self,323.9,1
P002,none,self,441.7,1
P002,none,self,430.8,1
P002,none,self,508.3,1
P002,none,self,733.5,1
P002,none,self,595.4,0
P002,none,self,514.1,0
P002,none,self,428.7,1
P002,none,self,583.1,1
P002,none,self,383.2,1
P002,none,self,615.6,1
P002,none,self,547.7,1
P002,none,friend,667.6,1
P002,none,friend,615.5,0
P002,none,friend,737.1,1
P002,none,friend,389.7,0
P002,none,friend,539.9,1
P002,none,friend,576.9,1
P002,none,friend,540.7,1
P002,none,friend,549.5,1
P002,none,friend,551.6,1
P002,none,friend,416.9,1
P002,none,friend,525.5,1
P002,none,friend,494.3,1
P002,none,friend,549.2,1
P002,none,friend,587.7,1
P002,none,friend,416.6,1
P002,none,friend,532.4,1
P002,none,friend,426.3,1
P002,none,friend,426.4,1
P002,none,friend,361.6,1
P002,none,friend,348.0,0
P002,none,friend,559.6,1
P002,none,friend,634.5,1
P002,none,friend,636.7,1
P002,none,friend,364.9,1
P002,none,friend,513.4,1
P002,none,friend,449.9,1
P002,none,friend,498.8,0
P002,none,friend,462.7,1
P002,none,friend,546.4,1
P002,none,friend,496.9,0
P002,none,friend,576.9,1
P002,none,friend,655.2,1
P002,none,friend,384.5,1
P002,none,friend,692.3,1
P002,none,friend,516.9,1
P002,none,friend,554.4,1
P002,none,friend,527.5,1
P002,none,friend,291.6,1
P002,none,friend,425.7,1
P002,none,friend,772.9,1
P002,none,friend,593.3,1
P002,none,friend,560.7,0
P002,none,friend,604.8,1
P002,none,friend,642.2,1
P002,none,friend,656.2,0
P002,none,friend,437.6,1
P002,none,friend,545.6,1
P002,none,friend,660.3,1
P002,none,friend,366.4,1
P002,none,friend,606.3,1
P002,none,friend,603.8,1
P002,none,friend,810.6,1
P002,none,friend,602.5,0
P002,none,friend,413.4,1
P002,none,friend,322.8,1
P002,none,friend,317.0,1
P002,none,friend,600.8,1
P002,none,friend,484.9,1
P002,none,friend,631.3,0
P002,none,friend,446.2,1
P002,none,friend,431.6,0
P002,none,friend,556.2,0
P002,none,friend,461.7,1
P002,none,friend,479.4,1
P002,none,friend,580.7,1
P002,none,friend,632.6,1
P002,none,friend,509.3,0
P002,none,friend,535.3,1
P002,none,friend,690.7,1
P002,none,friend,524.8,1
P002,none,friend,479.9,1
P002,none,friend,507.8,1
P002,none,friend,417.0,0
P002,none,friend,372.8,1
P002,none,friend,367.8,1
P002,none,friend,627.7,1
P002,none,friend,468.6,1
P002,none,friend,573.8,1
P002,none,friend,448.6,1
P002,none,friend,386.1,1
P002,none,friend,385.5,1
P002,none,friend,580.9,1
P002,none,friend,687.4,1
P002,none,friend,539.4,1
P002,none,friend,520.0,1
P002,none,friend,385.3,1
P002,none,friend,391.8,1
P002,none,friend,473.7,1
P002,none,friend,673.0,1
P002,none,friend,506.3,1
P002,none,friend,210.7,1
P002,none,friend,571.3,1
P002,none,friend,262.7,1
P002,none,friend,786.2,1
P002,none,friend,545.3,1
P002,none,friend,467.4,1
P002,none,friend,373.4,1
P002,none,friend,475.6,1
P002,none,friend,520.1,1
P002,none,friend,416.5,1
P002,none,friend,455.6,0
P002,none,friend,513.9,1
P002,none,friend,433.1,1
P002,none,friend,560.2,1
P002,none,friend,420.1,1
P002,none,friend,472.4,1
P002,none,friend,497.6,1
P002,none,friend,521.6,1
P002,none,friend,754.2,1
P002,none,friend,804.2,1
P002,none,friend,478.9,1
P002,none,friend,412.9,1
P003,none,self,469.5,1
P003,none,self,667.2,1
P003,none,self,579.3,1
P003,none,self,526.5,1
P003,none,self,590.4,1
P003,none,self,476.3,1
P003,none,self,376.2,1
P003,none,self,445.7,1
P003,none,self,562.9,1
P003,none,self,318.7,1
P003,none,self,500.2,1
P003,none,self,378.4,1
P003,none,self,374.0,0
P003,none,self,586.2,0
P003,none,self,444.6,1
P003,none,self,593.0,1
P003,none,self,450.4,1
P003,none,self,379.6,0
P003,none,self,628.0,1
P003,none,self,575.1,1
P003,none,self,492.6,1
P003,none,self,508.4,1
P003,none,self,406.6,0
P003,none,self,570.4,1
P003,none,self,452.6,1
P003,none,self,450.2,1
P003,none,self,424.6,1
P003,none,self,503.2,0
P003,none,self,753.2,1
P003,none,self,485.3,1
P003,none,self,495.2,1
P003,none,self,385.0,1
P003,none,self,454.7,1
P003,none,self,504.8,1
P003,none,self,519.3,1
P003,none,self,367.2,1
P003,none,self,640.1,1
P003,none,self,521.8,0
P003,none,self,473.3,1
P003,none,self,474.9,1
P003,none,self,521.8,1
P003,none,self,634.6,1
P003,none,self,412.1,1
P003,none,self,626.1,1
P003,none,self,582.9,1
P003,none,self,585.2,1
P003,none,self,341.2,1
P003,none,self,320.0,1
P003,none,self,666.9,1
P003,none,self,495.9,1
P003,none,self,505.7,0
P003,none,self,557.4,1
P003,none,self,555.2,0
P003,none,self,518.6,1
P003,none,self,540.1,1
P003,none,self,513.1,1
P003,none,self,385.3,1
P003,none,self,525.2,1
P003,none,self,587.7,1
P003,none,self,470.4,1
P003,none,self,662.9,1
P003,none,self,466.4,1
P003,none,self,480.7,1
P003,none,self,274.5,1
P003,none,self,429.3,1
P003,none,self,518.9,1
P003,none,self,427.2,1
P003,none,self,456.6,1
P003,none,self,414.2,1
P003,none,self,441.6,1
P003,none,self,439.1,1
P003,none,self,575.4,1
P003,none,self,530.9,1
P003,none,self,423.1,1
P003,none,self,492.6,0
P003,none,self,617.5,1
P003,none,self,356.2,1
P003,none,self,536.6,1
P003,none,self,472.8,0
P003,none,self,277.9,1
P003,none,self,456.4,1
P003,none,self,468.7,1
P003,none,self,459.2,1
P003,none,self,586.6,1
P003,none,self,384.7,1
P003,none,self,371.2,1
P003,none,self,416.7,1
P003,none,self,602.3,0
P003,none,self,500.0,1
P003,none,self,450.3,1
P003,none,self,535.3,1
P003,none,self,552.1,1
P003,none,self,518.5,1
P003,none,self,544.1,1
P003,none,self,313.3,1
P003,none,self,373.5,1
P003,none,self,523.8,1
P003,none,self,377.6,1
P003,none,self,540.5,1
P003,none,self,625.4,1
P003,none,self,485.8,0
P003,none,self,384.7,1
P003,none,self,498.1,1
P003,none,self,485.7,1
P003,none,self,464.5,1
P003,none,self,492.7,0
P003,none,self,573.1,1
P003,none,self,548.3,0
P003,none,self,450.0,1
P003,none,self,321.7,1
P003,none,self,320.7,1
P003,none,self,475.9,1
P003,none,friend,370.6,0
P003,none,friend,307.4,1
P003,none,friend,616.6,1
P003,none,friend,412.7,1
P003,none,friend,429.3,1
P003,none,friend,564.8,1
P003,none,friend,555.3,1
P003,none,friend,313.9,1
P003,none,friend,423.2,1
P003,none,friend,374.9,1
P003,none,friend,435.2,1
P003,none,friend,545.1,0
P003,none,friend,728.7,1
P003,none,friend,419.8,1
P003,none,friend,468.1,1
P003,none,friend,522.8,1
P003,none,friend,519.2,0
P003,none,friend,628.2,1
P003,none,friend,603.5,1
P003,none,friend,527.3,1
P003,none,friend,618.1,1
P003,none,friend,629.1,1
P003,none,friend,485.5,1
P003,none,friend,585.9,1
P003,none,friend,574.2,0
P003,none,friend,579.6,1
P003,none,friend,415.0,1
P003,none,friend,427.6,1
P003,none,friend,360.5,1
P003,none,friend,538.6,1
P003,none,friend,455.1,1
P003,none,friend,532.7,1
P003,none,friend,546.5,0
P003,none,friend,591.6,1
P003,none,friend,709.1,1
P003,none,friend,290.9,1
P003,none,friend,308.1,1
P003,none,friend,593.1,1
P003,none,friend,528.1,0
P003,none,friend,499.8,1
P003,none,friend,551.1,1
P003,none,friend,597.1,0
P003,none,friend,541.9,0
P003,none,friend,542.0,0
P003,none,friend,636.1,1
P003,none,friend,489.4,1
P003,none,friend,671.9,1
P003,none,friend,582.4,1
P003,none,friend,506.3,1
P003,none,friend,384.7,1
P003,none,friend,522.9,1
P003,none,friend,488.0,1
P003,none,friend,541.6,1
P003,none,friend,535.8,1
P003,none,friend,570.3,1
P003,none,friend,479.7,0
P003,none,friend,585.4,1
P003,none,friend,740.5,1
P003,none,friend,471.7,1
P003,none,friend,328.6,1
P003,none,friend,578.1,1
P003,none,friend,539.4,1
P003,none,friend,440.0,1
P003,none,friend,668.7,0
P003,none,friend,527.5,1
P003,none,friend,517.9,1
P003,none,friend,663.5,1
P003,none,friend,522.1,1
P003,none,friend,568.2,1
P003,none,friend,461.7,1
P003,none,friend,391.2,1
P003,none,friend,503.1,0
P003,none,friend,370.2,1
P003,none,friend,757.6,1
P003,none,friend,676.9,1
P003,none,friend,556.0,1
P003,none,friend,575.7,0
P003,none,friend,424.0,1
P003,none,friend,474.7,1
P003,none,friend,515.4,1
P003,none,friend,628.9,1
P003,none,friend,649.9,1
P003,none,friend,488.1,1
P003,none,friend,561.9,1
P003,none,friend,533.5,1
P003,none,friend,572.5,1
P003,none,friend,542.0,1
P003,none,friend,610.2,1
P003,none,friend,630.2,1
P003,none,friend,345.4,1
P003,none,friend,555.6,1
P003,none,friend,590.2,1
P003,none,friend,615.3,1
P003,none,friend,543.6,0
P003,none,friend,487.7,1
P003,none,friend,530.4,0
P003,none,friend,503.4,1
P003,none,friend,502.6,1
P003,none,friend,692.1,1
P003,none,friend,684.8,1
P003,none,friend,576.0,1
P003,none,friend,464.1,1
P003,none,friend,460.6,1
P003,none,friend,542.4,1
P003,none,friend,377.7,1
P003,none,friend,542.5,1
P003,none,friend,552.6,1
P003,none,friend,312.8,1
P003,none,friend,391.2,1
P003,none,friend,444.1,1
P003,none,friend,418.4,1
P003,none,friend,565.7,1
P004,none,self,656.9,1
P004,none,self,490.8,1
P004,none,self,595.7,1
P004,none,self,565.6,1
P004,none,self,616.8,1
P004,none,self,442.2,1
P004,none,self,493.8,0
P004,none,self,472.9,1
P004,none,self,564.2,1
P004,none,self,603.7,1
P004,none,self,665.7,1
P004,none,self,492.2,1
P004,none,self,723.0,1
P004,none,self,485.8,1
P004,none,self,742.4,1
P004,none,self,620.2,0
P004,none,self,573.5,1
P004,none,self,353.1,1
P004,none,self,386.4,1
P004,none,self,610.9,1
P004,none,self,441.6,1
P004,none,self,500.5,1
P004,none,self,692.2,1
P004,none,self,507.2,1
P004,none,self,596.7,1
P004,none,self,618.9,0
P004,none,self,577.0,1
P004,none,self,374.2,1
P004,none,self,588.3,1
P004,none,self,391.4,1
P004,none,self,337.3,1
P004,none,self,651.6,1
P004,none,self,539.7,1
P004,none,self,575.1,0
P004,none,self,587.8,1
P004,none,self,434.8,1
P004,none,self,590.0,1
P004,none,self,689.7,1
P004,none,self,466.3,0
P004,none,self,347.2,1
P004,none,self,573.7,1
P004,none,self,572.7,1
P004,none,self,499.5,0
P004,none,self,748.0,0
P004,none,self,674.6,0
P004,none,self,583.5,1
P004,none,self,636.3,1
P004,none,self,293.8,1
P004,none,self,420.8,1
P004,none,self,478.9,1
P004,none,self,249.3,1
P004,none,self,505.9,0
P004,none,self,588.7,1
P004,none,self,608.1,0
P004,none,self,370.3,1
P004,none,self,571.2,1
P004,none,self,644.4,0
P004,none,self,425.1,1
P004,none,self,396.0,1
P004,none,self,636.2,1
P004,none,self,431.3,1
P004,none,self,477.4,1
P004,none,self,450.9,1
P004,none,self,386.1,1
P004,none,self,474.5,1
P004,none,self,546.3,1
P004,none,self,377.3,1
P004,none,self,569.9,1
P004,none,self,379.1,1
P004,none,self,644.7,1
P004,none,self,490.0,1
P004,none,self,527.6,1
P004,none,self,628.2,1
P004,none,self,585.5,0
P004,none,self,577.9,1
P004,none,self,587.1,1
P004,none,self,379.4,1
P004,none,self,525.2,1
P004,none,self,620.0,1
P004,none,self,636.9,1
P004,none,self,433.1,1
P004,none,self,401.1,1
P004,none,self,491.7,1
P004,none,self,333.0,1
P004,none,self,566.1,0
P004,none,self,453.5,1
P004,none,self,493.3,0
P004,none,self,479.8,1
P004,none,self,567.9,1
P004,none,self,512.0,1
P004,none,self,562.1,1
P004,none,self,425.3,1
P004,none,self,563.0,1
P004,none,self,433.4,1
P004,none,self,571.9,1
P004,none,self,403.0,1
P004,none,self,475.4,1
P004,none,self,521.6,1
P004,none,self,537.8,0
P004,none,self,601.6,1
P004,none,self,448.7,1
P004,none,self,457.8,1
P004,none,self,435.1,1
P004,none,self,463.3,1
P004,none,self,610.2,1
P004,none,self,692.5,1
P004,none,self,664.2,1
P004,none,self,618.4,1
P004,none,self,664.1,0
P004,none,self,622.9,0
P004,none,self,334.3,1
P004,none,self,566.7,1
P004,none,friend,618.0,1
P004,none,friend,483.7,1
P004,none,friend,616.4,1
P004,none,friend,489.8,0
P004,none,friend,728.9,1
P004,none,friend,446.2,1
P004,none,friend,633.2,1
P004,none,friend,503.7,1
P004,none,friend,584.0,1
P004,none,friend,744.3,0
P004,none,friend,684.2,1
P004,none,friend,522.3,1
P004,none,friend,652.0,1
P004,none,friend,584.7,1
P004,none,friend,564.7,1
P004,none,friend,512.4,0
P004,none,friend,548.0,1
P004,none,friend,459.5,1
P004,none,friend,527.4,1
P004,none,friend,613.5,1
P004,none,friend,492.4,1
P004,none,friend,601.1,1
P004,none,friend,464.0,1
P004,none,friend,467.4,0
P004,none,friend,382.3,1
P004,none,friend,544.6,1
P004,none,friend,504.0,1
P004,none,friend,525.7,1
P004,none,friend,538.9,1
P004,none,friend,632.9,1
P004,none,friend,470.0,1
P004,none,friend,647.4,1
P004,none,friend,568.9,1
P004,none,friend,541.5,1
P004,none,friend,519.6,1
P004,none,friend,629.7,1
P004,none,friend,667.7,1
P004,none,friend,649.7,0
P004,none,friend,705.9,1
P004,none,friend,614.7,0
P004,none,friend,564.2,1
P004,none,friend,714.9,0
P004,none,friend,465.4,1
P004,none,friend,712.5,1
P004,none,friend,537.2,1
P004,none,friend,482.0,1
P004,none,friend,504.7,1
P004,none,friend,715.8,1
P004,none,friend,695.5,1
P004,none,friend,612.0,1
P004,none,friend,450.6,1
P004,none,friend,375.8,1
P004,none,friend,628.5,1
P004,none,friend,606.9,1
P004,none,friend,365.6,1
P004,none,friend,445.6,1
P004,none,friend,491.8,1
P004,none,friend,653.6,1
P004,none,friend,382.8,0
P004,none,friend,445.2,1
P004,none,friend,618.8,1
P004,none,friend,502.8,1
P004,none,friend,418.7,1
P004,none,friend,417.1,1
P004,none,friend,420.9,1
P004,none,friend,652.7,1
P004,none,friend,442.8,1
P004,none,friend,621.5,1
P004,none,friend,653.4,1
P004,none,friend,642.9,1
P004,none,friend,445.7,1
P004,none,friend,500.1,0
P004,none,friend,534.7,1
P004,none,friend,614.5,1
P004,none,friend,661.7,1
P004,none,friend,660.8,1
P004,none,friend,403.3,1
P004,none,friend,750.7,1
P004,none,friend,582.7,0
P004,none,friend,515.7,1
P004,none,friend,518.0,1
P004,none,friend,453.8,1
P004,none,friend,635.2,1
P004,none,friend,738.5,1
P004,none,friend,729.1,1
P004,none,friend,500.7,1
P004,none,friend,607.7,0
P004,none,friend,396.2,0
P004,none,friend,691.6,1
P004,none,friend,832.8,1
P004,none,friend,493.7,1
P004,none,friend,574.3,1
P004,none,friend,303.5,1
P004,none,friend,575.6,1
P004,none,friend,560.8,1
P004,none,friend,605.7,1
P004,none,friend,429.9,1
P004,none,friend,488.5,1
P004,none,friend,569.8,1
P004,none,friend,470.7,0
P004,none,friend,459.1,1
P004,none,friend,423.5,1
P004,none,friend,609.4,1
P004,none,friend,654.1,1
P004,none,friend,489.3,1
P004,none,friend,574.0,1
P004,none,friend,556.0,1
P004,none,friend,585.2,1
P004,none,friend,650.7,1
P004,none,friend,535.1,1
P004,none,friend,480.4,0
P004,none,friend,507.2,1
P005,none,self,529.3,1
P005,none,self,488.6,1
P005,none,self,613.2,1
P005,none,self,564.9,1
P005,none,self,405.6,1
P005,none,self,546.1,1
P005,none,self,355.8,1
P005,none,self,473.9,1
P005,none,self,618.0,0
P005,none,self,303.5,1
P005,none,self,620.1,1
P005,none,self,474.8,1
P005,none,self,541.3,1
P005,none,self,533.6,1
P005,none,self,445.0,1
P005,none,self,588.1,1
P005,none,self,512.3,1
P005,none,self,404.7,1
P005,none,self,701.1,1
P005,none,self,467.2,1
P005,none,self,464.7,1
P005,none,self,670.6,0
P005,none,self,511.7,1
P005,none,self,797.8,0
P005,none,self,573.4,1
P005,none,self,541.3,1
P005,none,self,514.4,1
P005,none,self,625.5,1
P005,none,self,257.8,1
P005,none,self,476.3,1
P005,none,self,584.6,1
P005,none,self,587.8,1
P005,none,self,667.1,1
P005,none,self,477.2,1
P005,none,self,438.3,1
P005,none,self,482.3,1
P005,none,self,464.2,1
P005,none,self,617.9,1
P005,none,self,395.2,1
P005,none,self,643.4,0
P005,none,self,529.0,1
P005,none,self,701.7,1
P005,none,self,649.0,1
P005,none,self,514.0,1
P005,none,self,549.0,1
P005,none,self,629.2,1
P005,none,self,481.9,1
P005,none,self,710.0,1
P005,none,self,566.1,1
P005,none,self,486.9,1
P005,none,self,494.0,1
P005,none,self,407.9,1
P005,none,self,624.2,1
P005,none,self,357.0,1
P005,none,self,525.5,1
P005,none,self,617.8,1
P005,none,self,508.1,1
P005,none,self,620.2,1
P005,none,self,341.1,1
P005,none,self,719.6,1
P005,none,self,450.1,1
P005,none,self,468.8,1
P005,none,self,666.2,1
P005,none,self,482.8,1
P005,none,self,554.7,1
P005,none,self,356.9,0
P005,none,self,546.7,1
P005,none,self,370.4,1
P005,none,self,532.5,1
P005,none,self,587.3,1
P005,none,self,545.4,1
P005,none,self,592.3,1
P005,none,self,385.3,1
P005,none,self,544.7,1
P005,none,self,660.8,1
P005,none,self,585.8,0
P005,none,self,457.8,0
P005,none,self,525.2,1
P005,none,self,488.4,1
P005,none,self,346.5,1
P005,none,self,529.7,1
P005,none,self,424.2,1
P005,none,self,454.8,1
P005,none,self,406.3,1
P005,none,self,603.0,1
P005,none,self,579.2,1
P005,none,self,359.9,1
P005,none,self,500.5,1
P005,none,self,525.7,1
P005,none,self,647.6,1
P005,none,self,552.0,1
P005,none,self,495.6,1
P005,none,self,544.8,1
P005,none,self,667.8,1
P005,none,self,679.0,1
P005,none,self,451.8,1
P005,none,self,506.4,1
P005,none,self,563.1,1
P005,none,self,583.4,1
P005,none,self,453.4,1
P005,none,self,652.7,1
P005,none,self,526.7,1
P005,none,self,637.2,1
P005,none,self,466.0,1
P005,none,self,507.6,1
P005,none,self,547.3,1
P005,none,self,579.8,1
P005,none,self,442.3,1
P005,none,self,621.6,1
P005,none,self,542.0,1
P005,none,self,520.5,1
P005,none,self,671.3,1
P005,none,friend,505.0,1
P005,none,friend,522.9,0
P005,none,friend,542.6,1
P005,none,friend,491.0,1
P005,none,friend,588.3,1
P005,none,friend,685.4,1
P005,none,friend,465.3,0
P005,none,friend,598.6,1
P005,none,friend,506.6,1
P005,none,friend,735.6,1
P005,none,friend,636.6,1
P005,none,friend,574.3,1
P005,none,friend,710.0,1
P005,none,friend,663.0,1
P005,none,friend,539.0,1
P005,none,friend,481.4,1
P005,none,friend,584.2,1
P005,none,friend,452.9,0
P005,none,friend,459.4,1
P005,none,friend,503.1,1
P005,none,friend,490.2,1
P005,none,friend,597.3,1
P005,none,friend,582.0,0
P005,none,friend,477.5,1
P005,none,friend,372.3,1
P005,none,friend,405.6,1
P005,none,friend,554.4,1
P005,none,friend,361.4,0
P005,none,friend,583.9,1
