participant,expectancy,owner,rt,accuracy
P1,self,friend,482.369865,1
P1,self,friend,623.763553,1
P1,self,friend,421.945563,1
P1,self,friend,740.280297,1
P1,self,friend,526.069469,1
P1,self,friend,423.899951,1
P1,self,friend,345.844092,1
P1,self,friend,666.296714,1
P1,self,friend,455.619749,1
P1,self,friend,1203.288361,1
P1,self,friend,327.68302,1
P1,self,friend,458.99481,1
P1,self,friend,496.643525,1
P1,self,friend,528.709485,1
P1,self,friend,563.686526,1
P1,self,friend,552.834797,1
P1,self,friend,519.306538,1
P1,self,friend,888.715593,1
P1,self,friend,989.416115,1
P1,self,friend,643.313987,1
P1,self,friend,380.533447,1
P1,self,friend,694.342317,1
P1,self,friend,746.764985,1
P1,self,friend,390.857478,1
P1,self,friend,239.790039,1
P1,self,friend,349.484413,1
P1,self,friend,1096.168207,1
P1,self,friend,359.555782,1
P1,self,friend,1256.117233,1
P1,self,friend,379.988929,1
P1,self,friend,415.073077,1
P1,self,friend,830.813456,1
P1,self,friend,544.995229,1
P1,self,friend,315.543392,1
P1,self,friend,631.577937,1
P1,self,friend,754.619349,1
P1,self,friend,567.64848,1
P1,self,friend,326.019957,1
P1,self,friend,592.904588,1
P1,self,friend,422.09089,1
P1,self,friend,795.792409,1
P1,self,friend,597.773678,1
P1,self,friend,370.717109,0
P1,self,friend,548.561994,1
P1,self,friend,417.983254,1
P1,self,friend,338.969865,1
P1,self,friend,408.76565,1
P1,self,friend,524.52787,1
P1,self,friend,491.801529,1
P1,self,friend,609.613286,1
P1,self,friend,684.739497,1
P1,self,friend,617.42185,1
P1,self,friend,469.198569,1
P1,self,friend,682.656453,1
P1,self,friend,456.328437,1
P1,self,friend,764.034648,1
P1,self,friend,483.47927,1
P1,self,friend,542.875739,1
P1,self,friend,318.014436,1
P1,self,friend,480.41868,1
P1,self,friend,671.011054,1
P1,self,friend,496.425735,1
P1,self,friend,306.64239,1
P1,self,friend,370.425784,1
P1,self,friend,689.081847,1
P1,self,friend,487.443697,1
P1,self,friend,487.117633,1
P1,self,friend,587.985435,1
P1,self,friend,706.954177,1
P1,self,friend,421.179595,1
P1,self,friend,485.798361,1
P1,self,friend,381.632793,1
P1,self,friend,367.140328,1
P1,self,friend,352.32791,1
P1,self,friend,600.328582,1
P1,self,friend,380.916073,1
P1,self,friend,500.017216,1
P1,self,friend,534.788212,1
P1,self,friend,424.415599,1
P1,self,friend,496.510295,1
P1,self,friend,911.908525,1
P1,self,friend,790.039129,1
P1,self,friend,768.78399,1
P1,self,friend,794.737801,1
P1,self,friend,425.191512,1
P1,self,friend,585.435058,1
P1,self,friend,389.992776,1
P1,self,friend,262.228345,1
P1,self,friend,479.360441,1
P1,self,friend,606.758056,1
P1,self,friend,715.783065,1
P1,self,friend,595.858348,1
P1,self,friend,464.03436,1
P1,self,friend,442.745178,1
P1,self,friend,404.583827,1
P1,self,friend,693.072931,1
P1,self,friend,552.016131,1
P1,self,friend,399.739831,1
P1,self,friend,472.485138,1
P1,self,friend,488.351321,1
P1,self,friend,415.747619,1
P1,self,friend,451.128058,1
P1,self,friend,947.994309,1
P1,self,friend,693.005404,1
P1,self,friend,291.673124,1
P1,self,friend,406.879275,1
P1,self,friend,442.822315,1
P1,self,friend,268.223085,1
P1,self,friend,389.35356,1
P1,self,friend,827.309538,0
P1,self,friend,500.131452,1
P1,self,friend,443.249245,1
P1,self,friend,515.826863,1
P1,self,friend,539.091489,1
P1,self,friend,606.486337,1
P1,self,friend,745.047088,1
P1,self,friend,344.322857,1
P1,self,friend,709.645176,1
P1,self,friend,653.087115,1
P1,self,friend,1258.846639,1
P1,self,friend,593.614254,1
P1,self,friend,582.708006,1
P1,self,friend,264.559545,1
P1,self,friend,434.230285,1
P1,self,friend,386.985243,1
P1,self,friend,511.144097,1
P1,self,friend,486.734746,1
P1,self,friend,337.485814,1
P1,self,friend,346.20298,1
P1,self,friend,343.559718,1
P1,self,friend,469.318685,1
P1,friend,self,476.484895,1
P1,friend,self,592.966372,1
P1,friend,self,758.188224,1
P1,friend,self,450.988492,1
P1,friend,self,476.690691,1
P1,friend,self,392.486045,1
P1,friend,self,936.767149,1
P1,friend,self,535.384644,1
P1,friend,self,514.558669,1
P1,friend,self,540.93369,0
P1,friend,self,1085.73019,1
P1,friend,self,514.014292,0
P1,friend,self,597.938398,1
P1,friend,self,732.864172,1
P1,friend,self,864.686199,0
P1,friend,self,442.921947,1
P1,friend,self,472.291611,1
P1,friend,self,406.100463,1
P1,friend,self,539.175939,1
P1,friend,self,545.431339,1
P1,friend,self,1014.061725,1
P1,friend,self,370.392158,1
P1,friend,self,521.124316,1
P1,friend,self,492.213493,1
P1,friend,self,390.037456,1
P1,friend,self,535.024034,1
P1,friend,self,446.187173,1
P1,friend,self,451.625498,1
P1,friend,self,673.327683,1
P1,friend,self,480.919949,1
P1,friend,self,1253.063838,1
P1,friend,self,480.239979,1
P1,friend,self,328.028627,1
P1,friend,self,736.014881,1
P1,friend,self,714.278421,1
P1,friend,self,918.7537,1
P1,friend,self,634.635743,1
P1,friend,self,475.084442,1
P1,friend,self,455.890863,1
P1,friend,self,566.748416,1
P1,friend,self,413.288257,1
P1,friend,self,529.552106,1
P1,friend,self,523.70123,1
P1,friend,self,550.088798,1
P1,friend,self,851.290935,1
P1,friend,self,497.181871,1
P1,friend,self,1272.320704,1
P1,friend,self,670.062661,1
P1,friend,self,578.928781,1
P1,friend,self,726.324642,1
P1,friend,self,431.312315,1
P1,friend,self,520.304826,1
P1,friend,self,509.486416,1
P1,friend,self,470.700472,1
P1,friend,self,706.50906,1
P1,friend,self,366.197013,1
P1,friend,self,597.780398,1
P1,friend,self,693.812338,1
P1,friend,self,313.048319,1
P1,friend,self,608.699798,1
P1,friend,self,380.128687,1
P1,friend,self,518.230279,1
P1,friend,self,2228.011994,1
P1,friend,self,429.323036,1
P1,friend,self,1464.016265,1
P1,friend,self,405.434481,1
P1,friend,self,474.290941,1
P1,friend,self,719.116527,1
P1,friend,self,1242.069476,1
P1,friend,self,393.918869,1
P1,friend,self,432.389015,1
P1,friend,self,1375.802044,1
P1,friend,self,387.608708,1
P1,friend,self,365.441217,1
P1,friend,self,994.685652,1
P1,friend,self,590.557862,1
P1,friend,self,646.848683,1
P1,friend,self,535.607904,1
P1,friend,self,628.152336,1
P1,friend,self,656.06995,1
P1,friend,self,580.887893,1
P1,friend,self,413.813392,1
P1,friend,self,494.912764,1
P1,friend,self,628.120347,1
P1,friend,self,414.732246,1
P1,friend,self,1564.815561,1
P1,friend,self,535.13525,1
P1,friend,self,429.497781,1
P1,friend,self,708.109015,1
P1,friend,self,375.576386,1
P1,friend,self,761.027694,1
P1,friend,self,560.421329,1
P1,friend,self,430.215985,1
P1,friend,self,613.521757,1
P1,friend,self,501.395503,1
P1,friend,self,740.901033,1
P1,friend,self,483.475639,1
P1,friend,self,692.393344,1
P1,friend,self,523.246823,1
P1,friend,self,891.181813,1
P1,friend,self,491.871819,1
P1,friend,self,766.460619,1
P1,friend,self,358.244893,1
P1,friend,self,335.958903,1
P1,friend,self,617.257489,1
P1,friend,self,461.151295,1
P1,friend,self,583.487347,1
P1,friend,self,539.798657,1
P1,friend,self,459.497326,1
P1,friend,self,536.822232,1
P1,friend,self,543.135855,1
P1,friend,self,510.492918,1
P1,friend,self,434.013731,1
P1,friend,self,1002.801834,0
P1,friend,self,526.699154,1
P1,friend,self,693.615425,1
P1,friend,self,547.669343,1
P1,friend,self,368.878873,1
P1,friend,self,1071.034249,1
P1,friend,self,504.057379,1
P1,friend,self,611.086987,1
P1,friend,self,529.934047,1
P1,friend,self,617.828518,1
P1,friend,self,669.325387,1
P1,friend,self,560.504256,1
P1,friend,self,342.168019,1
P1,friend,self,529.403978,0
P1,friend,self,406.422067,1
P1,friend,self,345.683215,1
P1,friend,self,566.498408,1
P1,friend,self,508.585443,1
P1,friend,self,347.601126,1
P1,friend,self,681.159536,1
P1,friend,self,721.738682,0
P1,friend,self,432.550364,0
P1,friend,self,347.572494,1
P1,friend,self,623.364226,1
P1,friend,self,586.441466,1
P1,friend,self,488.730293,1
P1,friend,self,511.911223,1
P1,friend,self,339.417159,1
P1,friend,self,738.021892,1
P1,friend,self,399.147811,1
P1,friend,self,632.524369,1
P1,friend,self,411.095033,1
P1,friend,self,772.91663,0
P1,friend,self,581.406353,1
P1,friend,self,455.428966,1
P1,friend,self,423.848733,1
P1,friend,self,522.406473,1
P1,friend,self,660.835423,1
P1,friend,self,620.824845,1
P1,friend,self,582.745095,1
P1,friend,self,442.720479,1
P1,friend,self,450.553242,1
P1,friend,self,756.25826,1
P1,friend,self,554.30621,1
P1,friend,self,475.937242,1
P1,friend,self,1032.062354,1
P1,friend,self,696.518303,1
P1,friend,self,1129.127219,1
P1,friend,self,556.4414,1
P1,friend,self,1748.605144,1
P1,friend,self,438.571691,1
P1,friend,self,539.233246,1
P1,friend,self,563.172037,1
P1,friend,self,503.337615,1
P1,friend,self,450.683068,1
P1,friend,friend,886.015733,1
P1,friend,friend,846.626018,1
P1,friend,friend,827.48749,1
P1,friend,friend,502.06977,1
P1,friend,friend,731.21975,1
P1,friend,friend,761.74487,1
P1,friend,friend,1262.546421,0
P1,friend,friend,492.242014,1
P1,friend,friend,392.751702,1
P1,friend,friend,685.023754,1
P1,friend,friend,650.424979,1
P1,friend,friend,566.463755,1
P1,friend,friend,702.388711,1
P1,friend,friend,601.672872,0
P1,friend,friend,1907.532936,1
P1,friend,friend,693.409559,1
P1,friend,friend,522.866556,1
P1,friend,friend,745.626058,1
P1,friend,friend,569.829212,1
P1,friend,friend,623.420684,1
P1,friend,friend,670.672844,1
P1,friend,friend,901.485795,1
P1,friend,friend,825.437319,1
P1,friend,friend,868.059925,1
P1,friend,friend,533.22983,1
P1,friend,friend,381.806614,1
P1,friend,friend,499.944444,1
P1,friend,friend,457.727686,1
P1,friend,friend,588.603145,1
P1,friend,friend,827.261478,1
P1,friend,friend,572.967172,1
P1,friend,friend,505.803432,1
P1,friend,friend,891.509735,1
P1,friend,friend,374.412776,0
P1,friend,friend,506.910861,1
P1,friend,friend,423.979883,1
P1,friend,friend,485.970164,1
P1,friend,friend,701.64366,1
P1,friend,friend,619.786386,0
P1,friend,friend,1068.238616,1
P1,friend,friend,637.912591,0
P1,friend,friend,581.166779,1
P1,friend,friend,706.179387,1
P1,friend,friend,449.157047,1
P1,friend,friend,360.470694,1
P1,friend,friend,456.081149,1
P1,friend,friend,542.511033,1
P1,friend,friend,580.589719,1
P1,friend,friend,881.046021,1
P1,friend,friend,703.62442,1
P1,friend,friend,1029.398058,0
P1,friend,friend,999.265317,1
P1,friend,friend,564.279495,1
P1,friend,friend,585.339524,1
P1,friend,friend,1004.051627,1
P1,friend,friend,781.884124,1
P2,friend,self,826.010723,1
P2,friend,self,460.273339,1
P2,friend,self,436.088247,1
P2,friend,self,540.502818,1
P2,friend,self,387.761789,1
P2,friend,self,367.209846,1
P2,friend,self,425.978326,1
P2,friend,self,424.769357,1
P2,friend,self,1776.515923,1
P2,friend,self,533.556537,1
P2,friend,self,348.532036,1
P2,friend,self,425.285412,1
P2,friend,self,491.884537,1
P2,friend,self,553.412311,1
P2,friend,self,708.103748,1
P2,friend,self,376.067798,1
P2,friend,self,466.678783,0
P2,friend,self,531.247012,1
P2,friend,self,441.613835,1
P2,friend,self,631.026598,1
P2,friend,self,426.469393,1
P2,friend,self,399.452322,1
P2,friend,self,461.183036,1
P2,friend,self,732.894209,1
P2,friend,self,503.13168,1
P2,friend,self,1324.029278,0
P2,friend,self,538.198803,1
P2,friend,self,616.80422,1
P2,friend,self,433.810664,1
P2,friend,self,697.888366,1
P2,friend,self,369.213866,1
P2,friend,self,549.853989,1
P2,friend,self,392.299074,1
P2,friend,self,399.156247,1
P2,friend,self,364.426031,1
P2,friend,self,516.305125,1
P2,friend,self,789.71185,1
P2,friend,self,399.424791,1
P2,friend,self,902.146018,1
P2,friend,self,517.941539,1
P2,friend,self,413.520913,1
P2,friend,self,598.214591,1
P2,friend,self,455.074579,1
P2,friend,self,818.757468,0
P2,friend,self,591.327132,1
P2,friend,self,508.728478,1
P2,friend,self,440.829721,1
P2,friend,self,485.168595,1
P2,friend,self,444.840264,1
P2,friend,self,344.791982,1
P2,friend,self,606.854752,1
P2,friend,self,634.677984,1
P2,friend,self,458.293189,1
P2,friend,self,545.564877,1
P2,friend,self,382.611454,1
P2,friend,self,538.309087,1
P2,friend,self,498.178135,1
P2,friend,self,305.234238,1
P2,friend,self,506.76324,1
P2,friend,self,488.869293,1
P2,friend,self,559.096838,1
P2,friend,self,550.649122,1
P2,friend,self,366.653694,1
P2,friend,self,318.02123,1
P2,friend,self,388.018562,1
P2,friend,self,698.667141,1
P2,friend,self,801.762801,1
P2,friend,self,387.000608,1
P2,friend,self,490.090737,1
P2,friend,self,825.002301,1
P2,friend,self,358.410646,1
P2,friend,self,453.810729,1
P2,friend,self,355.338303,1
P2,friend,self,485.537577,1
P2,friend,self,557.846584,1
P2,friend,self,853.547832,1
P2,friend,self,503.275543,1
P2,friend,self,471.850202,1
P2,friend,self,388.957948,1
P2,friend,self,597.696605,1
P2,friend,self,565.707637,1
P2,friend,self,503.851174,1
P2,friend,self,915.940028,1
P2,friend,self,619.969857,1
P2,friend,self,766.646653,1
P2,friend,self,414.951383,1
P2,friend,self,776.495971,1
P2,friend,self,1050.76229,1
P2,friend,self,483.856159,1
P2,friend,self,465.661459,1
P2,friend,self,459.725391,1
P2,friend,self,502.814406,1
P2,friend,self,1602.475737,1
P2,friend,self,430.489295,1
P2,friend,self,397.709743,1
P2,friend,self,493.433365,1
P2,friend,self,339.339554,1
P2,friend,self,629.840427,1
P2,friend,self,339.678397,1
P2,friend,self,549.132654,1
P2,friend,self,327.8758,1
P2,friend,self,420.003497,1
P2,friend,self,1111.47673,1
P2,friend,self,751.206373,1
P2,friend,self,432.657616,1
P2,friend,self,578.965681,1
P2,friend,self,1163.30726,1
P2,friend,self,473.562993,1
P2,friend,self,406.311967,1
P2,friend,self,651.272922,1
P2,friend,self,566.903308,1
P2,friend,self,414.196244,1
P2,friend,self,695.351487,1
P2,friend,self,487.428444,1
P2,friend,self,353.477535,1
P2,friend,self,1206.490755,1
P2,friend,self,390.932047,1
P2,friend,self,618.128568,1
P2,friend,self,500.038349,1
P2,friend,self,362.46022,1
P2,friend,self,534.186208,1
P2,friend,self,539.090147,1
P2,friend,self,452.627042,1
P2,friend,self,469.485467,1
P2,friend,self,588.004611,1
P2,friend,self,351.795681,1
P2,friend,self,531.701654,1
P2,friend,self,629.952287,1
P2,friend,self,634.613299,1
P2,friend,self,340.655449,1
P2,friend,self,362.252447,1
P2,friend,self,756.610737,1
P2,friend,self,443.70979,1
P2,friend,self,914.222483,1
P2,friend,self,627.929908,1
P2,friend,self,789.393089,1
P2,friend,self,346.937143,1
P2,friend,self,582.224894,1
P2,friend,self,602.128696,1
P2,friend,self,496.166971,1
P2,friend,self,594.652135,1
P2,friend,self,267.7846,1
P2,friend,self,493.901704,1
P2,friend,self,747.54874,1
P2,friend,self,459.014938,1
P2,friend,self,592.089325,1
P2,friend,self,359.992153,0
P2,friend,self,544.529685,1
P2,friend,self,643.364616,1
P2,friend,self,664.218241,1
P2,friend,self,467.144619,1
P2,friend,self,462.969198,1
P2,friend,self,896.172679,1
P2,friend,self,1344.240841,1
P2,friend,self,544.943524,1
P2,friend,self,580.753597,1
P2,friend,self,789.728684,1
P2,friend,self,616.369106,1
P2,friend,self,395.770184,1
P2,friend,self,1062.29091,1
P2,friend,self,738.812675,1
P2,friend,self,697.531338,1
P2,friend,self,399.640064,1
P2,friend,self,265.571162,1
P2,friend,self,504.626137,1
P2,friend,self,449.315012,1
P2,friend,self,497.2746,1
P2,friend,self,472.275826,1
P2,friend,friend,872.776493,1
P2,friend,friend,442.658201,1
P2,friend,friend,405.627655,1
P2,friend,friend,1079.875204,1
P2,friend,friend,426.158245,1
P2,friend,friend,855.368721,1
P2,friend,friend,629.925166,1
P2,friend,friend,675.48745,1
P2,friend,friend,437.832807,1
P2,friend,friend,564.234134,1
P2,friend,friend,491.573095,1
P2,friend,friend,526.896827,1
P2,friend,friend,575.96798,1
P2,friend,friend,443.625521,1
P2,friend,friend,787.708228,1
P2,friend,friend,491.333495,1
P2,friend,friend,705.656432,0
P2,friend,friend,543.530931,1
P2,friend,friend,458.984517,1
P2,friend,friend,646.658215,1
P2,friend,friend,609.523381,1
P2,friend,friend,731.154409,1
P2,friend,friend,402.796238,1
P2,friend,friend,689.488904,1
P2,friend,friend,434.234086,1
P2,friend,friend,540.163381,0
P2,friend,friend,536.6512,1
P2,friend,friend,333.976235,1
P2,friend,friend,533.075766,1
P2,friend,friend,601.952677,1
P2,friend,friend,632.025944,1
P2,friend,friend,595.91413,1
P2,friend,friend,823.124038,1
P2,friend,friend,649.971465,1
P2,friend,friend,399.932015,1
P2,friend,friend,793.471736,1
P2,friend,friend,805.234783,1
P2,friend,friend,532.607525,1
P2,friend,friend,651.190757,1
P2,friend,friend,703.571089,1
P2,friend,friend,395.078487,1
P2,friend,friend,483.316283,1
P2,friend,friend,306.920904,1
P2,friend,friend,463.92138,1
P2,friend,friend,579.53491,1
P2,friend,friend,323.609881,0
P2,friend,friend,598.675529,1
P2,friend,friend,382.242803,0
P2,friend,friend,597.035939,1
P2,friend,friend,432.930386,1
P2,friend,friend,884.51493,1
P2,friend,friend,670.962138,1
P2,friend,friend,566.694101,1
P2,friend,friend,377.625078,0
P2,friend,friend,966.440737,1
P2,friend,friend,652.361025,1
P2,self,self,625.796516,1
P2,self,self,530.559677,1
P2,self,self,677.599525,1
P2,self,self,555.674748,1
P2,self,self,512.77904,0
P2,self,self,511.420002,1
P2,self,self,432.435476,1
P2,self,self,639.918386,1
P2,self,self,375.98508,1
P2,self,self,659.955477,1
P2,self,self,417.783113,1
P2,self,self,683.454098,1
P2,self,self,434.897039,1
P2,self,self,479.007493,1
P2,self,self,383.329201,1
P2,self,self,444.153996,1
P2,self,self,639.716179,1
P2,self,self,379.037369,1
P2,self,self,346.234188,1
P2,self,self,648.653032,1
P2,self,self,423.452428,1
P2,self,self,271.359807,1
P2,self,self,276.077974,1
P2,self,self,412.900919,1
P2,self,self,484.888436,1
P2,self,self,641.245913,1
P2,self,self,598.582877,1
P2,self,self,954.564557,1
P2,self,self,479.876262,1
P2,self,self,397.968009,1
P2,self,self,590.535015,1
P2,self,self,456.28928,1
P2,self,self,628.117433,1
P2,self,self,355.094191,1
P2,self,self,491.652664,1
P2,self,self,303.204105,1
P2,self,self,866.94922,1
P2,self,self,799.015939,0
P2,self,self,711.137752,1
P2,self,self,536.266127,1
P2,self,self,354.621031,1
P2,self,self,1367.543649,1
P2,self,self,401.441673,1
P2,self,self,571.314351,1
P2,self,self,521.355829,1
P2,self,self,329.514171,1
P2,self,self,1136.111131,0
P2,self,self,432.810739,1
P2,self,self,644.718664,0
P2,self,self,390.048503,1
P2,self,self,429.667475,1
P2,self,self,555.959514,1
P2,self,self,293.211189,1
P2,self,self,512.569792,1
P2,self,self,741.86784,1
P2,self,self,834.942833,1
P2,self,friend,260.864541,1
P2,self,friend,669.953578,1
P2,self,friend,357.409638,1
P2,self,friend,283.248077,1
P2,self,friend,391.756494,1
P2,self,friend,343.554948,1
P2,self,friend,411.429703,1
P2,self,friend,645.649806,1
P2,self,friend,293.012991,1
P2,self,friend,537.651243,1
P2,self,friend,568.577026,1
P2,self,friend,437.325139,1
P2,self,friend,827.27046,1
P2,self,friend,443.908037,1
P2,self,friend,443.741807,1
P2,self,friend,365.773433,1
P2,self,friend,380.346827,1
P2,self,friend,542.596134,1
P2,self,friend,345.120365,1
P2,self,friend,695.6337,1
P2,self,friend,391.300782,1
P2,self,friend,504.168264,0
P2,self,friend,1338.891223,1
P2,self,friend,308.036527,1
P2,self,friend,485.610114,1
P2,self,friend,758.335495,1
P2,self,friend,536.88312,1
P2,self,friend,326.152454,1
P2,self,friend,483.733932,1
P2,self,friend,445.773869,1
P2,self,friend,560.661034,1
P2,self,friend,424.095714,1
P2,self,friend,903.993402,1
P2,self,friend,466.608271,1
P2,self,friend,1131.899348,1
P2,self,friend,714.606503,1
P2,self,friend,283.681697,1
P2,self,friend,437.682052,1
P2,self,friend,295.728765,0
P2,self,friend,485.250365,1
P2,self,friend,456.083003,1
P2,self,friend,943.721424,1
P2,self,friend,436.744687,1
P2,self,friend,567.902385,1
P2,self,friend,294.992703,1
P2,self,friend,436.985861,1
P2,self,friend,305.795597,1
P2,self,friend,820.54382,1
P2,self,friend,658.139988,0
P2,self,friend,554.152282,1
P2,self,friend,394.772297,1
P2,self,friend,464.616416,1
P2,self,friend,429.789038,1
P2,self,friend,404.193071,1
P2,self,friend,332.177291,1
P2,self,friend,307.137025,1
P2,self,friend,692.747678,1
P2,self,friend,447.425481,1
P2,self,friend,428.254303,1
P2,self,friend,391.339923,1
P2,self,friend,531.033743,1
P2,self,friend,298.262949,1
P2,self,friend,554.099229,0
P2,self,friend,377.050086,1
P2,self,friend,617.728239,1
P2,self,friend,506.767828,1
P2,self,friend,493.052317,1
P2,self,friend,596.81836,1
P2,self,friend,510.372789,1
P2,self,friend,345.89551,1
P2,self,friend,583.385972,1
P2,self,friend,398.045043,1
P2,self,friend,255.04804,1
P2,self,friend,626.768388,1
P2,self,friend,437.806504,1
P2,self,friend,338.208772,1
P2,self,friend,697.285854,1
P2,self,friend,1037.845611,1
P2,self,friend,581.30213,1
P2,self,friend,353.521004,1
P2,self,friend,435.490621,1
P2,self,friend,524.097554,1
P2,self,friend,568.131788,1
P2,self,friend,494.68654,1
P2,self,friend,495.203822,1
P2,self,friend,510.773297,1
P2,self,friend,312.265,1
P2,self,friend,336.153456,1
P2,self,friend,442.024038,1
P2,self,friend,704.920576,0
P2,self,friend,328.313523,1
P2,self,friend,375.88877,1
P2,self,friend,461.976299,1
P2,self,friend,415.275624,1
P2,self,friend,306.660454,1
P2,self,friend,433.782635,1
P2,self,friend,628.905482,1
P2,self,friend,472.305378,1
P2,self,friend,330.365343,0
P2,self,friend,646.482392,1
P2,self,friend,523.25637,1
P2,self,friend,696.189257,1
P2,self,friend,511.767219,1
P2,self,friend,380.845131,1
P2,self,friend,477.68759,1
P2,self,friend,618.054622,1
P2,self,friend,452.093105,1
P2,self,friend,398.747506,1
P2,self,friend,388.806581,1
P2,self,friend,573.203713,0
P2,self,friend,463.24518,1
P2,self,friend,473.610558,1
P2,self,friend,302.400508,1
P2,self,friend,411.93442,1
P2,self,friend,534.073974,1
P2,self,friend,634.070615,1
P2,self,friend,716.615861,1
P2,self,friend,300.994596,1
P2,self,friend,341.501704,0
P2,self,friend,449.74696,1
P2,self,friend,320.71741,1
P2,self,friend,449.60188,1
P2,self,friend,408.503993,1
P2,self,friend,656.679469,1
P2,self,friend,754.918474,1
P2,self,friend,581.051216,1
P2,self,friend,394.400246,1
P2,self,friend,337.219463,0
P2,self,friend,713.107115,1
P2,self,friend,392.74412,1
P2,self,friend,767.551245,1
P2,self,friend,453.185857,1
P2,self,friend,497.193108,1
P2,self,friend,338.64733,1
P2,self,friend,502.69552,1
P2,self,friend,457.364145,1
P2,self,friend,699.775616,1
P2,self,friend,350.156906,1
P2,self,friend,913.484853,1
P2,self,friend,333.453302,1
P2,self,friend,354.820574,1
P2,self,friend,417.429466,0
P2,self,friend,1112.290084,1
P2,self,friend,475.738194,1
P2,self,friend,382.608235,1
P2,self,friend,452.839498,1
P2,self,friend,469.812762,1
P2,self,friend,553.108165,1
P2,self,friend,1399.061682,1
P2,self,friend,1069.291352,1
P2,self,friend,338.448654,1
P2,self,friend,274.286761,1
P2,self,friend,391.721426,1
P2,self,friend,335.887177,1
P2,self,friend,819.273556,1
P2,self,friend,483.766161,1
P2,self,friend,715.018289,1
P2,self,friend,345.755216,1
P2,self,friend,474.468144,1
P2,self,friend,370.036966,1
P2,self,friend,498.377117,1
P2,self,friend,497.783692,1
P2,self,friend,423.015879,1
P2,self,friend,833.753084,1
P2,self,friend,460.38899,1
P2,self,friend,562.004927,1
P2,self,friend,520.979936,1
P2,self,friend,559.378981,1
P3,self,self,358.451599,1
P3,self,self,467.250514,1
P3,self,self,355.972435,1
P3,self,self,367.699896,1
P3,self,self,605.776353,1
P3,self,self,876.301669,1
P3,self,self,532.878366,1
P3,self,self,661.686743,1
P3,self,self,418.100521,1
P3,self,self,408.404629,1
P3,self,self,494.521861,1
P3,self,self,407.251076,1
P3,self,self,1089.027249,1
P3,self,self,580.468353,1
P3,self,self,358.820175,1
P3,self,self,778.527052,1
P3,self,self,312.690298,1
P3,self,self,504.25919,1
P3,self,self,346.645507,1
P3,self,self,837.013047,1
P3,self,self,597.815169,1
P3,self,self,1027.216623,1
P3,self,self,1230.813837,1
P3,self,self,382.76352,1
P3,self,self,436.539184,1
P3,self,self,517.60804,1
P3,self,self,399.735734,1
P3,self,self,825.876766,1
P3,self,self,329.711254,1
P3,self,self,524.913699,1
P3,self,self,334.708259,1
P3,self,self,369.552568,1
P3,self,self,1225.080878,1
