participant,expectancy,owner,rt,accuracy
P1,self,friend,334.63897,1
P1,self,friend,511.505344,1
P1,self,friend,539.175524,1
P1,self,friend,487.735932,1
P1,self,friend,481.648531,1
P1,self,friend,523.755223,1
P1,self,friend,405.21706,1
P1,self,friend,296.21581,1
P1,self,friend,468.499139,1
P1,self,friend,323.907709,1
P1,self,friend,390.283741,1
P1,self,friend,313.692202,1
P1,self,friend,510.681919,1
P1,self,friend,413.300582,1
P1,self,friend,423.069489,0
P1,self,friend,535.690781,1
P1,self,friend,397.251746,1
P1,self,friend,463.986581,1
P1,self,friend,512.921789,1
P1,self,friend,830.332888,1
P1,self,friend,651.799446,1
P1,self,friend,692.977986,1
P1,self,friend,514.122495,0
P1,self,friend,546.387984,1
P1,self,friend,315.622889,0
P1,self,friend,477.142606,1
P1,self,friend,372.606199,1
P1,self,friend,421.016152,1
P1,self,friend,461.761641,1
P1,self,friend,1373.460556,1
P1,self,friend,629.421236,1
P1,self,friend,706.736927,1
P1,self,friend,332.292443,0
P1,self,friend,436.308221,1
P1,self,friend,394.434041,1
P1,self,friend,507.648301,1
P1,self,friend,463.993835,1
P1,friend,self,580.538995,1
P1,friend,self,530.577293,1
P1,friend,self,615.913398,1
P1,friend,self,299.235512,0
P1,friend,self,565.481914,1
P1,friend,self,397.363527,1
P1,friend,self,497.459935,1
P1,friend,self,578.217038,1
P1,friend,self,254.192607,1
P1,friend,self,305.170872,0
P1,friend,self,379.519495,1
P1,friend,self,301.629182,1
P1,friend,self,541.59101,1
P1,friend,self,445.533826,1
P1,friend,self,505.288996,1
P1,friend,self,808.043331,1
P1,friend,self,520.519667,1
P1,friend,self,312.508199,1
P1,friend,self,296.430787,0
P1,friend,self,672.357918,0
P1,friend,self,274.431337,1
P1,friend,self,361.335947,1
P1,friend,self,364.899773,0
P1,friend,self,309.955274,1
P1,friend,self,887.907172,1
P1,friend,self,807.527645,1
P1,friend,self,756.668926,1
P1,friend,self,819.159678,1
P1,friend,self,351.891713,0
P1,friend,self,907.955565,1
P1,friend,self,681.581492,1
P1,friend,self,411.929795,1
P1,friend,self,506.781395,1
P1,friend,self,503.740722,1
P1,friend,self,874.822469,1
P1,friend,self,488.332977,1
P1,friend,self,1006.027235,1
P1,friend,self,387.381715,1
P1,friend,self,531.625235,1
P1,friend,self,486.809698,1
P1,friend,self,705.040978,1
P1,friend,self,627.940508,1
P1,friend,self,218.22536,0
P1,friend,self,422.761954,1
P1,friend,self,629.250663,1
P1,friend,self,266.673939,0
P1,friend,self,426.134897,1
P1,friend,self,431.930479,0
P1,friend,self,421.159423,1
P1,friend,self,414.877277,1
P1,friend,self,562.723975,1
P1,friend,self,518.656434,0
P1,friend,self,570.20624,1
P1,friend,self,749.307521,1
P1,friend,self,592.863094,1
P1,friend,self,665.503768,1
P1,friend,friend,384.626587,1
P1,friend,friend,311.46605,1
P1,friend,friend,334.213491,1
P1,friend,friend,411.490129,1
P1,friend,friend,397.127936,1
P1,friend,friend,763.016969,1
P1,friend,friend,378.106674,1
P1,friend,friend,614.498538,1
P1,friend,friend,415.932299,1
P1,friend,friend,590.519844,1
P1,friend,friend,329.224649,1
P1,friend,friend,452.816962,1
P1,friend,friend,285.074498,1
P1,friend,friend,363.988879,1
P1,friend,friend,361.851691,1
P1,friend,friend,527.646309,1
P1,friend,friend,385.354745,1
P1,friend,friend,335.526811,1
P1,friend,friend,562.865284,1
P1,friend,friend,364.188814,1
P1,friend,friend,553.01917,1
P1,friend,friend,412.386603,1
P1,friend,friend,538.445177,1
P1,friend,friend,402.724938,1
P1,friend,friend,700.44105,1
P1,friend,friend,304.236284,1
P1,friend,friend,531.375156,1
P1,friend,friend,518.386196,1
P1,friend,friend,386.767235,1
P1,friend,friend,347.465736,1
P1,friend,friend,326.689949,1
P1,friend,friend,430.678849,1
P1,friend,friend,342.437072,1
P1,friend,friend,328.744967,1
P1,friend,friend,312.739213,1
P1,friend,friend,220.612379,1
P1,friend,friend,270.922227,1
P1,friend,friend,748.901386,1
P1,friend,friend,586.78457,1
P1,friend,friend,612.134965,1
P1,friend,friend,346.113862,1
P1,friend,friend,287.111951,1
P1,friend,friend,391.970467,1
P1,friend,friend,512.753445,1
P1,friend,friend,235.852136,1
P1,friend,friend,335.463385,1
P1,friend,friend,437.126233,1
P1,friend,friend,229.875734,1
P1,friend,friend,362.182301,1
P1,friend,friend,275.80788,1
P1,friend,friend,448.476349,1
P1,friend,friend,305.740113,1
P1,friend,friend,615.36435,1
P1,friend,friend,290.526918,1
P1,friend,friend,390.70363,1
P1,friend,friend,358.72887,1
P1,friend,friend,264.0614,1
P1,friend,friend,539.65058,1
P1,friend,friend,726.196053,1
P1,friend,friend,453.483621,1
P1,friend,friend,657.382562,1
P1,friend,friend,527.078768,1
P1,friend,friend,593.494897,1
P1,friend,friend,387.067584,1
P1,friend,friend,507.115974,1
P1,friend,friend,501.856432,1
P1,friend,friend,462.786529,1
P1,friend,friend,326.828093,1
P1,friend,friend,451.348801,1
P1,friend,friend,233.479862,1
P1,friend,friend,393.195833,1
P1,friend,friend,474.275113,1
P1,friend,friend,512.110464,1
P1,friend,friend,324.543101,1
P1,friend,friend,350.137049,1
P1,friend,friend,324.290977,1
P1,friend,friend,363.382729,1
P1,friend,friend,456.676018,1
P1,friend,friend,457.091891,1
P1,friend,friend,323.197018,1
P1,friend,friend,527.359692,1
P1,friend,friend,319.30215,1
P1,friend,friend,342.587407,1
P1,friend,friend,347.688273,1
P1,friend,friend,388.397363,1
P1,friend,friend,281.085548,1
P1,friend,friend,269.69374,1
P1,friend,friend,433.616992,1
P1,friend,friend,263.300693,1
P1,friend,friend,415.861631,1
P1,friend,friend,523.328302,1
P1,friend,friend,431.426047,1
P1,friend,friend,662.38937,1
P1,friend,friend,319.184646,1
P1,friend,friend,255.31312,1
P1,friend,friend,359.307914,1
P1,friend,friend,397.361831,1
P1,friend,friend,401.131263,0
P1,friend,friend,400.432641,1
P1,friend,friend,432.278501,1
P1,friend,friend,456.654347,1
P1,friend,friend,504.542004,1
P1,friend,friend,279.245556,1
P1,friend,friend,483.596986,1
P1,friend,friend,481.134975,1
P1,friend,friend,262.658326,1
P1,friend,friend,310.276722,1
P1,friend,friend,288.900182,1
P1,friend,friend,367.627616,1
P1,friend,friend,652.954148,1
P1,friend,friend,374.906266,1
P1,friend,friend,563.749306,1
P1,friend,friend,342.075954,1
P1,friend,friend,347.718642,1
P1,friend,friend,293.550818,1
P1,friend,friend,443.731988,1
P1,friend,friend,377.503289,1
P1,friend,friend,329.06605,1
P1,friend,friend,431.480563,1
P1,friend,friend,308.707501,1
P1,friend,friend,326.254793,1
P1,friend,friend,506.161711,1
P1,friend,friend,562.867223,1
P1,friend,friend,316.810236,1
P1,friend,friend,414.138077,1
P1,friend,friend,520.204596,1
P1,friend,friend,272.88175,1
P1,friend,friend,401.266171,1
P1,friend,friend,399.904052,1
P1,friend,friend,240.465146,1
P1,friend,friend,588.09234,1
P1,friend,friend,283.447568,1
P1,friend,friend,393.205288,1
P1,friend,friend,410.440472,1
P1,friend,friend,362.44753,1
P1,friend,friend,771.148786,1
P1,friend,friend,421.990208,1
P1,friend,friend,403.11024,1
P1,friend,friend,477.378126,1
P1,friend,friend,322.01884,1
P1,friend,friend,543.43997,1
P1,friend,friend,397.63604,1
P1,friend,friend,451.895826,1
P1,friend,friend,311.734872,1
P1,friend,friend,602.323992,1
P1,friend,friend,752.921416,0
P1,friend,friend,426.040486,1
P1,friend,friend,241.611645,1
P1,friend,friend,312.800726,1
P1,friend,friend,543.684247,1
P1,friend,friend,331.665705,1
P1,friend,friend,404.864104,1
P1,friend,friend,466.930907,1
P1,friend,friend,268.86557,1
P1,friend,friend,863.062385,1
P1,friend,friend,444.397985,1
P1,friend,friend,449.272432,1
P1,friend,friend,377.535262,1
P1,friend,friend,373.321952,1
P1,friend,friend,380.00943,1
P1,friend,friend,311.000831,1
P1,friend,friend,314.193171,1
P1,friend,friend,556.324063,1
P1,friend,friend,563.672531,1
P1,friend,friend,550.270985,1
P1,friend,friend,240.720515,1
P1,friend,friend,410.254596,1
P1,friend,friend,241.250711,1
P1,equal,self,503.341204,1
P1,equal,self,409.353879,1
P1,equal,self,425.9063,1
P1,equal,self,361.167168,1
P1,equal,self,465.340314,1
P1,equal,self,376.019201,1
P1,equal,self,421.269488,1
P1,equal,self,454.04791,1
P1,equal,self,371.847769,1
P1,equal,self,424.669354,1
P1,equal,self,571.251885,0
P1,equal,self,353.235216,1
P1,equal,self,429.395628,1
P1,equal,self,553.177292,1
P1,equal,self,353.832996,1
P1,equal,self,639.427994,1
P1,equal,self,489.97708,1
P1,equal,self,586.008534,1
P1,equal,self,518.496466,1
P1,equal,self,343.271237,1
P1,equal,self,420.882747,1
P1,equal,self,465.451616,1
P1,equal,self,536.568454,1
P1,equal,self,296.951151,1
P1,equal,self,460.868413,1
P1,equal,self,329.454996,0
P1,equal,self,1128.295457,1
P1,equal,self,496.51277,1
P1,equal,self,902.65526,1
P1,equal,self,378.657455,1
P1,equal,self,433.494721,1
P1,equal,self,689.481512,0
P1,equal,self,490.287564,1
P1,equal,self,436.017081,1
P1,equal,self,307.286211,0
P1,equal,self,335.382357,1
P1,equal,self,286.14884,1
P1,equal,self,411.290578,1
P1,equal,self,693.875526,0
P1,equal,self,307.701338,0
P1,equal,self,645.714261,1
P1,equal,self,549.464521,1
P1,equal,self,1107.568948,1
P1,equal,self,429.326016,0
P1,equal,self,499.675104,1
P1,equal,self,908.623812,1
P1,equal,self,369.360876,1
P1,equal,self,799.342557,1
P1,equal,self,336.582196,1
P1,equal,self,519.557076,0
P1,equal,self,545.694999,1
P1,equal,self,573.301101,0
P1,equal,self,1275.473059,1
P1,equal,self,336.705187,1
P1,equal,self,609.576346,1
P1,equal,self,631.770529,1
P1,equal,self,366.974141,0
P1,equal,self,453.752534,1
P1,equal,self,423.774116,0
P1,equal,self,374.957646,1
P1,equal,self,642.721234,1
P1,equal,self,563.571756,1
P1,equal,self,939.664669,1
P1,equal,self,501.993259,1
P1,equal,self,381.158344,1
P1,equal,self,633.184675,1
P1,equal,self,505.058433,1
P1,equal,self,497.579071,1
P1,equal,self,307.161261,1
P1,equal,self,552.679229,1
P1,equal,self,641.793571,1
P1,equal,self,665.281429,1
P1,equal,self,395.249639,1
P1,equal,self,612.688048,1
P1,equal,self,709.600322,1
P1,equal,self,653.083269,1
P1,equal,self,624.810901,1
P1,equal,self,347.02403,1
P1,equal,self,693.696674,1
P1,equal,self,558.308422,1
P1,equal,self,518.642061,1
P1,equal,self,870.047729,1
P1,equal,self,530.002949,1
P1,equal,self,390.98917,0
P1,equal,self,799.562004,1
P1,equal,self,621.570423,1
P1,equal,self,385.517864,1
P1,equal,self,515.262185,1
P1,equal,self,774.382311,1
P1,equal,self,717.975391,0
P1,equal,self,382.410701,1
P1,equal,self,359.760728,1
P1,equal,self,424.472913,1
P1,equal,self,690.77178,1
P1,equal,self,718.509318,1
P1,equal,self,907.084879,1
P1,equal,self,356.760602,1
P1,equal,self,713.06535,0
P1,equal,self,422.984261,1
P1,equal,self,694.295241,1
P1,equal,self,453.220678,1
P1,equal,self,488.741887,1
P1,equal,self,668.756655,1
P1,equal,self,485.221324,0
P1,equal,self,446.134461,1
P1,equal,self,427.378412,1
P1,equal,self,710.338219,0
P1,equal,self,556.397745,1
P1,equal,self,372.03261,1
P1,equal,self,503.328271,1
P1,equal,self,921.470438,1
P1,equal,self,631.393207,1
P1,equal,friend,400.566134,1
P1,equal,friend,451.195511,1
P1,equal,friend,572.747773,0
P1,equal,friend,425.538271,1
P1,equal,friend,1021.73526,1
P1,equal,friend,627.781742,1
P1,equal,friend,399.971453,1
P1,equal,friend,729.095899,0
P1,equal,friend,376.376928,1
P1,equal,friend,1357.969854,1
P1,equal,friend,365.928745,1
P1,equal,friend,396.03957,1
P1,equal,friend,687.38977,1
P1,equal,friend,406.609103,1
P1,equal,friend,516.534334,1
P1,equal,friend,407.3858,1
P1,equal,friend,716.372431,1
P1,equal,friend,502.130178,1
P1,equal,friend,794.658874,1
P1,equal,friend,369.90421,1
P1,equal,friend,432.998589,1
P1,equal,friend,371.71045,1
P1,equal,friend,731.864539,1
P1,equal,friend,346.230104,1
P1,equal,friend,423.744422,1
P1,equal,friend,688.798446,1
P1,equal,friend,511.769091,1
P1,equal,friend,434.308568,1
P1,equal,friend,395.572194,1
P1,equal,friend,368.894183,0
P1,equal,friend,475.901328,1
P1,equal,friend,565.48903,0
P1,equal,friend,345.831701,1
P1,equal,friend,633.641071,1
P1,equal,friend,396.836703,1
P1,equal,friend,552.421594,1
P1,equal,friend,745.15708,1
P1,equal,friend,403.748887,1
P1,equal,friend,444.944467,1
P1,equal,friend,534.907027,1
P1,equal,friend,450.125879,1
P1,equal,friend,392.779538,1
P1,equal,friend,439.278096,1
P1,equal,friend,625.613331,1
P1,equal,friend,805.995329,1
P1,equal,friend,525.064378,1
P1,equal,friend,558.858126,1
P1,equal,friend,1121.057776,1
P1,equal,friend,432.653418,0
P1,equal,friend,595.459681,1
P1,equal,friend,300.005936,1
P1,equal,friend,537.503899,1
P1,equal,friend,408.49258,1
P1,equal,friend,611.602707,0
P1,equal,friend,1318.599998,1
P1,equal,friend,654.88059,1
P1,equal,friend,778.380372,1
P1,equal,friend,519.676937,1
P1,equal,friend,818.434159,1
P1,equal,friend,444.648894,1
P1,equal,friend,413.37537,1
P1,equal,friend,935.849694,1
P1,equal,friend,601.348018,1
P1,equal,friend,367.261044,0
P1,equal,friend,439.458932,0
P1,equal,friend,860.982921,1
P1,equal,friend,506.499031,1
P1,equal,friend,359.325965,1
P1,equal,friend,641.547047,1
P1,equal,friend,577.498975,1
P1,equal,friend,700.703,1
P1,equal,friend,668.497266,1
P1,equal,friend,485.362289,1
P1,equal,friend,757.4647,0
P1,equal,friend,653.722967,1
P1,equal,friend,782.315905,1
P1,equal,friend,822.163289,1
P1,equal,friend,603.910266,1
P1,equal,friend,532.345026,1
P1,equal,friend,410.359364,1
P1,equal,friend,1003.530798,0
P1,equal,friend,535.275038,1
P1,equal,friend,532.115845,1
P1,equal,friend,484.616813,1
P1,equal,friend,317.255764,1
P1,equal,friend,455.249692,1
P1,equal,friend,400.89656,1
P1,equal,friend,503.792691,1
P1,equal,friend,500.782271,1
P1,equal,friend,694.687071,1
P1,equal,friend,460.626036,0
P1,equal,friend,385.636828,0
P1,equal,friend,523.50201,1
P1,equal,friend,531.194716,1
P1,equal,friend,330.909506,0
P1,equal,friend,532.328977,0
P1,equal,friend,512.445248,1
P1,equal,friend,602.585511,1
P1,equal,friend,486.251174,1
P1,equal,friend,791.069095,1
P1,equal,friend,474.49117,1
P1,equal,friend,676.985278,1
P1,equal,friend,560.600839,1
P1,equal,friend,561.190765,1
P1,equal,friend,430.249808,0
P1,equal,friend,509.751413,0
P1,equal,friend,507.390889,1
P1,equal,friend,595.405739,1
P1,equal,friend,561.624568,1
P1,equal,friend,477.820286,1
P1,equal,friend,496.601009,1
P1,equal,friend,381.17358,1
P2,self,self,303.272698,1
P2,self,self,321.110445,1
P2,self,self,451.094845,1
P2,self,self,328.878856,1
P2,self,self,413.296161,1
P2,self,self,453.064802,1
P2,self,self,549.620317,1
P2,self,self,431.429082,1
P2,self,self,554.869076,1
P2,self,self,327.79656,1
P2,self,self,394.250504,1
P2,self,self,346.35539,1
P2,self,self,329.227252,1
P2,self,self,435.926091,1
P2,self,self,719.02778,1
P2,self,self,513.87432,1
P2,self,self,419.819265,1
P2,self,self,447.596771,1
P2,self,self,302.699175,1
P2,self,self,1262.617336,1
P2,self,self,402.981075,1
P2,self,self,633.106324,1
P2,self,self,370.808754,1
P2,self,self,424.446666,1
P2,self,self,680.029754,1
P2,self,self,441.281173,1
P2,self,self,373.104844,0
P2,self,self,710.597704,1
P2,self,self,361.054348,1
P2,self,self,714.239219,1
P2,self,self,418.52572,1
P2,self,self,479.695448,1
P2,self,self,314.290997,1
P2,self,self,269.276485,1
P2,self,self,784.050869,1
P2,self,self,481.634773,1
P2,self,self,471.85436,0
P2,self,self,290.780379,1
P2,self,self,409.792754,1
P2,self,self,425.705983,1
P2,self,self,406.354708,1
P2,self,self,408.377602,1
P2,self,self,513.924562,1
P2,self,self,352.896736,1
P2,self,self,596.051066,1
P2,self,self,284.051121,1
P2,self,self,500.481031,1
P2,self,self,565.534397,1
P2,self,self,321.415655,1
P2,self,self,335.772621,1
P2,self,self,696.278566,1
P2,self,self,383.283227,1
P2,self,self,471.955671,1
P2,self,self,393.246774,1
P2,self,self,432.977239,1
P2,self,self,501.251862,1
P2,self,self,331.714265,1
P2,self,self,314.681841,1
P2,self,self,420.035848,1
P2,self,self,379.627865,1
P2,self,self,331.057734,1
P2,self,self,460.932223,1
P2,self,self,419.9603,1
P2,self,self,343.198523,1
P2,self,self,362.221924,1
P2,self,self,553.824418,1
P2,self,self,711.235796,1
P2,self,self,515.272603,1
P2,self,self,365.944398,1
P2,self,self,412.336339,1
P2,self,self,439.537896,1
P2,self,self,438.026565,1
P2,self,self,390.739723,1
P2,self,self,310.442716,1
P2,self,self,478.251345,1
P2,self,self,380.790996,1
P2,self,self,529.145667,1
P2,self,self,371.639371,1
P2,self,self,412.479252,1
P2,self,self,430.599451,1
P2,self,self,618.834701,1
P2,self,self,294.197346,1
P2,self,self,347.977563,1
P2,self,self,458.375388,1
P2,self,self,901.804819,1
P2,self,self,632.690247,1
P2,self,self,375.431002,1
P2,self,self,299.09005,1
P2,self,self,596.823892,1
P2,self,self,290.991317,1
P2,self,self,482.723287,1
P2,self,self,697.840333,1
P2,self,self,420.191106,1
P2,self,self,304.00423,1
P2,self,self,577.662751,1
P2,self,self,490.976164,1
P2,self,self,389.719889,1
P2,self,self,349.926314,1
P2,self,self,281.273355,1
P2,self,self,608.98238,1
P2,self,self,471.001026,1
P2,self,self,452.728073,1
P2,self,self,367.435696,1
P2,self,self,562.424507,1
P2,self,self,294.089252,1
P2,self,self,468.960036,1
P2,self,self,582.074437,1
P2,self,self,340.339334,1
P2,self,self,383.750069,1
P2,self,self,516.536211,1
P2,self,self,387.015991,1
P2,self,self,663.170766,1
P2,self,self,354.203562,1
P2,self,self,505.884768,1
P2,self,self,442.29489,1
P2,self,self,575.37981,1
P2,self,self,307.842195,1
P2,self,self,382.801586,1
P2,self,self,470.424712,1
P2,self,self,471.093835,1
P2,self,self,473.680905,1
P2,self,self,385.388201,1
P2,self,self,437.022798,1
P2,self,self,287.308288,1
P2,self,self,327.325278,1
P2,self,self,396.786226,1
P2,self,self,687.770405,1
P2,self,self,503.048735,1
P2,self,self,292.664054,1
P2,self,self,392.4633,1
P2,self,self,661.294212,1
P2,self,self,565.329354,1
P2,self,self,562.694507,1
P2,self,self,280.736535,1
P2,self,self,336.899893,1
P2,self,self,385.525239,1
P2,self,self,331.905176,1
P2,self,self,351.784262,1
P2,self,self,457.83063,1
P2,self,self,935.686825,1
P2,self,self,353.199606,1
P2,self,self,360.718944,1
P2,self,self,335.526984,1
P2,self,self,532.20426,1
P2,self,self,346.458988,1
P2,self,self,319.815453,1
P2,self,self,398.977752,1
P2,self,self,344.287198,1
P2,self,self,351.430092,1
P2,self,self,314.540074,1
P2,self,self,426.166961,1
P2,self,self,639.227323,1
P2,self,self,384.153135,1
P2,self,self,448.097497,1
P2,self,self,323.737282,1
P2,self,self,306.152244,1
P2,self,self,306.17498,1
P2,self,self,424.048501,1
P2,self,self,324.073404,1
P2,self,self,741.401236,1
P2,self,self,441.229832,1
P2,self,self,573.347698,1
P2,self,self,343.33407,1
P2,self,self,396.521198,1
P2,self,self,352.823189,1
P2,self,self,414.987447,1
P2,self,self,611.774155,1
P2,self,self,796.417752,1
P2,self,friend,476.196397,1
P2,self,friend,345.409873,1
P2,self,friend,612.410342,1
P2,self,friend,724.118058,0
P2,self,friend,729.662442,1
P2,self,friend,453.223283,1
P2,self,friend,393.262109,0
P2,self,friend,471.508793,1
P2,self,friend,340.442629,1
P2,self,friend,440.91259,1
P2,self,friend,715.792944,1
P2,self,friend,692.231643,1
P2,self,friend,549.04658,1
P2,self,friend,786.42319,1
P2,self,friend,393.718987,1
P2,self,friend,626.46133,1
P2,self,friend,489.039693,1
P2,self,friend,540.038153,1
P2,self,friend,934.186735,1
P2,self,friend,787.546645,1
P2,self,friend,742.843163,1
P2,self,friend,669.737813,1
P2,self,friend,688.885642,1
P2,self,friend,387.975469,1
P2,self,friend,768.970282,1
P2,self,friend,690.033677,1
P2,self,friend,584.834339,1
P2,self,friend,752.917748,1
P2,self,friend,612.426415,1
P2,self,friend,470.381119,1
P2,self,friend,388.114329,0
P2,self,friend,589.395251,1
P2,self,friend,431.456172,0
P2,self,friend,425.951845,0
P2,self,friend,367.835889,1
P2,self,friend,511.377694,1
P2,self,friend,312.668933,0
P2,self,friend,1039.896181,0
P2,self,friend,453.032711,1
P2,self,friend,563.022644,1
P2,self,friend,440.306669,1
P2,self,friend,832.165117,0
P2,self,friend,431.472739,1
P2,self,friend,607.518143,0
P2,self,friend,585.502253,1
P2,self,friend,580.057536,1
P2,self,friend,379.212188,1
P2,self,friend,430.970725,1
P2,self,friend,682.177255,0
P2,self,friend,857.670008,1
P2,self,friend,468.67939,1
P2,self,friend,411.878394,1
P2,self,friend,698.552135,1
P2,self,friend,504.922783,0
P2,self,friend,638.422777,1
P2,self,friend,332.086933,1
P2,equal,self,530.778899,0
P2,equal,self,452.810978,1
P2,equal,self,500.040321,1
P2,equal,self,462.314407,1
P2,equal,self,597.454283,1
P2,equal,self,611.461813,1
P2,equal,self,476.707069,1
P2,equal,self,461.720134,1
P2,equal,self,768.616279,1
P2,equal,self,389.741336,1
P2,equal,self,346.913267,1
P2,equal,self,781.182622,1
P2,equal,self,461.361145,0
P2,equal,self,501.138054,1
P2,equal,self,386.449807,1
P2,equal,self,412.633603,1
P2,equal,self,391.960544,1
P2,equal,self,351.565009,1
P2,equal,self,475.31996,1
P2,equal,self,579.17405,1
P2,equal,self,759.963846,1
P2,equal,self,728.780117,1
P2,equal,self,424.861543,1
P2,equal,self,333.134748,1
P2,equal,self,471.009218,1
P2,equal,self,636.580388,0
P2,equal,self,569.702022,1
P2,equal,self,288.637201,1
P2,equal,self,667.712142,1
P2,equal,self,510.69205,1
P2,equal,self,405.985275,1
P2,equal,self,495.221685,1
P2,equal,self,501.168241,1
P2,equal,self,578.416041,0
P2,equal,self,658.071562,0
P2,equal,self,484.332171,1
P2,equal,self,452.223989,1
