participant,expectancy,owner,rt,accuracy
P1,self,self,271.861992,1
P1,self,self,702.283888,1
P1,self,self,335.978034,1
P1,self,self,314.869257,1
P1,self,self,363.807494,1
P1,self,self,373.148401,1
P1,self,self,488.992564,1
P1,self,self,308.029078,1
P1,self,self,373.713407,1
P1,self,self,642.920333,1
P1,self,self,289.042565,1
P1,self,self,376.324652,0
P1,self,self,339.703409,1
P1,self,self,374.569124,1
P1,self,self,604.987382,1
P1,self,self,336.369008,1
P1,self,self,356.08189,1
P1,self,self,323.024106,1
P1,self,self,437.732192,1
P1,self,self,355.798496,1
P1,self,self,599.760633,1
P1,self,self,365.404078,1
P1,self,self,547.439134,1
P1,self,self,718.247141,1
P1,self,self,351.887221,1
P1,self,self,256.439135,1
P1,self,self,370.187546,1
P1,self,self,307.858739,1
P1,self,self,255.411537,1
P1,self,self,346.566707,1
P1,self,self,410.172544,1
P1,self,self,332.064581,1
P1,self,self,362.125219,1
P1,self,self,368.118259,1
P1,self,self,479.007236,1
P1,self,self,417.771543,1
P1,self,self,393.465816,1
P1,self,self,587.6531,1
P1,self,self,573.710729,1
P1,self,self,304.27448,1
P1,self,self,369.342142,1
P1,self,self,436.847249,1
P1,self,self,331.53696,1
P1,self,self,624.969212,1
P1,self,self,314.894601,1
P1,self,self,292.332886,1
P1,self,self,368.187531,1
P1,self,friend,641.628692,0
P1,self,friend,425.267885,0
P1,self,friend,557.478394,1
P1,self,friend,485.150439,0
P1,self,friend,615.606675,1
P1,self,friend,401.407251,1
P1,self,friend,1312.482911,1
P1,self,friend,298.514742,1
P1,self,friend,321.447677,1
P1,self,friend,371.889838,1
P1,self,friend,471.073573,1
P1,self,friend,417.609224,1
P1,self,friend,438.382343,1
P1,self,friend,343.502638,1
P1,self,friend,397.497968,0
P1,self,friend,487.398137,1
P1,self,friend,388.994939,1
P1,self,friend,295.194812,1
P1,self,friend,411.354722,1
P1,self,friend,357.947476,1
P1,self,friend,563.548875,1
P1,self,friend,381.999591,0
P1,self,friend,341.651265,1
P1,self,friend,355.195147,1
P1,self,friend,388.427678,1
P1,self,friend,485.944043,1
P1,self,friend,832.510201,1
P1,self,friend,400.827937,1
P1,self,friend,336.863214,1
P1,self,friend,477.010433,1
P1,self,friend,488.60029,1
P1,self,friend,438.430192,1
P1,self,friend,731.481805,1
P1,self,friend,604.333082,1
P1,self,friend,299.29356,1
P1,self,friend,621.918715,1
P1,self,friend,608.778378,1
P1,self,friend,567.14741,1
P1,self,friend,759.029417,1
P1,self,friend,305.580669,1
P1,self,friend,532.270257,1
P1,self,friend,493.718916,1
P1,self,friend,450.604409,1
P1,self,friend,590.126597,1
P1,self,friend,294.595532,1
P1,self,friend,567.554399,1
P1,self,friend,378.821211,1
P1,self,friend,660.838126,1
P1,self,friend,779.285151,1
P1,self,friend,540.634458,1
P1,self,friend,390.451734,1
P1,self,friend,380.121001,1
P1,self,friend,554.387513,1
P1,self,friend,306.461572,1
P1,self,friend,314.54933,1
P1,self,friend,392.458972,0
P1,friend,self,720.76396,1
P1,friend,self,310.557299,1
P1,friend,self,283.509571,0
P1,friend,self,478.15606,1
P1,friend,self,657.963797,1
P1,friend,self,503.309485,0
P1,friend,self,633.408367,1
P1,friend,self,382.376818,1
P1,friend,self,508.319793,1
P1,friend,self,465.652632,1
P1,friend,self,455.331758,1
P1,friend,self,430.049837,0
P1,friend,self,455.270373,1
P1,friend,self,617.416198,1
P1,friend,self,430.864513,1
P1,friend,self,461.492516,1
P1,friend,self,367.050566,1
P1,friend,self,247.73262,1
P1,friend,self,522.926952,1
P1,friend,self,354.450145,1
P1,friend,self,420.184758,1
P1,friend,self,421.533967,1
P1,friend,self,334.480325,1
P1,friend,self,331.976219,1
P1,friend,self,350.793752,1
P1,friend,self,388.18685,1
P1,friend,self,319.013135,1
P1,friend,self,357.789915,0
P1,friend,self,819.566511,1
P1,friend,self,537.545789,1
P1,friend,self,393.849734,0
P1,friend,self,467.984932,0
P1,friend,self,466.2705,1
P1,friend,self,384.0385,1
P1,friend,self,357.406405,1
P1,friend,self,301.968458,1
P1,friend,self,285.054318,1
P1,friend,self,428.589111,1
P1,friend,self,569.321565,1
P1,friend,self,400.777079,1
P1,friend,self,514.685751,1
P1,friend,self,390.769092,0
P1,friend,self,822.024024,1
P1,friend,self,372.106917,1
P1,friend,self,442.566398,1
P1,friend,self,447.614256,1
P1,friend,self,395.303013,1
P1,friend,self,616.867903,1
P1,friend,self,508.744509,1
P1,friend,self,813.987367,1
P1,friend,self,598.740843,1
P1,friend,self,470.795915,1
P1,friend,self,369.909646,0
P1,friend,self,332.585173,0
P1,friend,self,377.397656,0
P1,friend,self,393.083145,1
P1,friend,friend,476.352866,1
P1,friend,friend,413.305717,1
P1,friend,friend,384.420568,1
P1,friend,friend,591.511063,1
P1,friend,friend,438.037338,1
P1,friend,friend,540.368648,1
P1,friend,friend,513.05336,1
P1,friend,friend,481.207077,1
P1,friend,friend,445.066769,1
P1,friend,friend,389.769478,1
P1,friend,friend,460.276896,1
P1,friend,friend,487.749852,1
P1,friend,friend,339.820509,1
P1,friend,friend,354.07107,1
P1,friend,friend,299.477546,1
P1,friend,friend,491.203738,1
P1,friend,friend,815.105856,1
P1,friend,friend,295.038715,1
P1,friend,friend,324.212438,1
P1,friend,friend,485.747802,1
P1,friend,friend,498.763956,1
P1,friend,friend,640.910072,1
P1,friend,friend,435.874227,1
P1,friend,friend,571.063043,1
P1,friend,friend,284.766654,1
P1,friend,friend,278.150158,1
P1,friend,friend,610.483464,0
P1,friend,friend,420.012973,1
P1,friend,friend,475.258331,1
P1,friend,friend,348.174757,1
P1,friend,friend,498.533399,1
P1,friend,friend,359.342279,1
P1,friend,friend,422.371645,1
P1,friend,friend,359.238385,1
P1,friend,friend,394.77945,1
P1,friend,friend,530.914312,1
P1,friend,friend,333.911042,1
P1,friend,friend,324.49205,0
P1,friend,friend,573.267102,1
P1,friend,friend,426.280384,1
P1,friend,friend,405.98619,1
P1,friend,friend,338.929128,1
P1,friend,friend,500.517158,1
P1,friend,friend,404.903371,1
P1,friend,friend,378.289759,1
P1,friend,friend,759.394868,1
P1,friend,friend,358.331244,1
P1,friend,friend,369.236897,1
P1,friend,friend,291.484065,1
P1,friend,friend,688.482327,0
P1,friend,friend,368.671648,1
P1,friend,friend,339.670466,0
P1,friend,friend,375.728806,1
P1,friend,friend,409.629864,1
P1,friend,friend,390.954516,1
P1,friend,friend,433.768602,1
P1,friend,friend,387.414204,1
P1,friend,friend,391.440152,1
P1,friend,friend,650.786523,1
P1,friend,friend,356.00081,0
P1,friend,friend,327.833115,1
P1,friend,friend,554.432183,0
P1,friend,friend,323.799854,1
P1,friend,friend,410.171764,1
P1,friend,friend,423.286729,1
P1,friend,friend,498.079025,1
P1,friend,friend,940.863289,0
P1,friend,friend,351.741911,1
P1,friend,friend,446.03355,1
P1,friend,friend,309.815891,1
P1,friend,friend,450.040474,1
P1,friend,friend,424.522836,1
P1,friend,friend,491.505459,0
P1,friend,friend,795.421402,1
P1,friend,friend,807.285596,1
P1,friend,friend,560.978869,1
P1,friend,friend,575.99476,1
P1,friend,friend,770.699188,1
P1,friend,friend,508.368185,1
P1,friend,friend,284.801568,1
P1,friend,friend,374.587321,1
P1,friend,friend,588.963714,1
P1,friend,friend,366.00681,1
P1,friend,friend,360.739854,1
P1,friend,friend,305.896097,1
P1,friend,friend,386.810049,0
P1,friend,friend,511.184683,1
P1,friend,friend,394.89666,1
P1,friend,friend,972.449713,1
P1,friend,friend,851.525548,1
P1,friend,friend,854.671359,1
P1,friend,friend,392.98242,1
P1,friend,friend,383.623178,1
P1,friend,friend,482.281205,1
P1,friend,friend,550.324424,1
P1,friend,friend,317.2887,1
P1,friend,friend,327.413958,0
P1,friend,friend,289.7871,1
P1,friend,friend,387.263761,1
P1,friend,friend,657.976713,1
P1,friend,friend,392.241816,1
P1,friend,friend,352.288603,1
P1,friend,friend,418.107933,1
P1,friend,friend,363.089779,1
P1,friend,friend,315.002767,1
P1,friend,friend,535.014614,1
P1,friend,friend,482.904791,1
P1,friend,friend,545.764154,1
P1,friend,friend,626.083756,1
P1,friend,friend,369.507245,1
P1,friend,friend,425.043846,1
P1,friend,friend,391.358383,0
P1,friend,friend,382.783538,1
P1,friend,friend,278.116136,1
P1,friend,friend,324.753743,1
P1,friend,friend,285.264757,1
P1,friend,friend,253.931391,1
P1,friend,friend,325.62145,1
P1,friend,friend,541.280652,1
P1,friend,friend,443.212837,1
P1,friend,friend,307.578688,1
P1,friend,friend,426.135236,1
P1,friend,friend,431.55989,1
P1,friend,friend,970.382042,1
P1,friend,friend,527.484788,1
P1,friend,friend,737.926683,1
P1,friend,friend,497.355099,1
P1,friend,friend,357.271498,1
P1,friend,friend,369.585698,1
P1,friend,friend,584.402174,0
P1,friend,friend,407.066615,1
P1,friend,friend,513.240709,1
P1,friend,friend,572.371201,1
P1,friend,friend,441.263204,1
P1,friend,friend,379.086008,1
P1,friend,friend,293.277769,1
P1,friend,friend,362.287224,1
P1,friend,friend,418.600534,1
P1,friend,friend,418.879284,1
P1,friend,friend,525.528544,0
P1,friend,friend,448.463498,1
P1,friend,friend,307.03281,1
P1,friend,friend,457.299099,1
P1,friend,friend,488.297045,1
P1,friend,friend,438.110058,1
P1,friend,friend,300.989868,1
P1,friend,friend,289.231346,1
P1,friend,friend,452.772498,1
P1,friend,friend,361.92097,1
P1,friend,friend,472.693947,1
P1,friend,friend,561.395335,1
P1,friend,friend,507.160332,1
P1,friend,friend,364.329916,1
P1,friend,friend,400.514816,0
P1,friend,friend,397.414165,1
P1,friend,friend,366.547921,1
P1,friend,friend,562.324845,1
P1,friend,friend,483.141828,1
P1,friend,friend,807.17616,1
P1,friend,friend,375.821777,1
P1,friend,friend,350.956957,0
P1,friend,friend,578.277389,1
P1,friend,friend,450.282657,1
P1,friend,friend,460.931504,1
P1,friend,friend,338.664707,1
P1,friend,friend,381.228463,1
P1,friend,friend,743.289637,1
P1,friend,friend,239.053389,1
P1,equal,self,356.835824,1
P1,equal,self,392.909461,1
P1,equal,self,439.431776,0
P1,equal,self,440.499226,1
P1,equal,self,508.538366,0
P1,equal,self,403.71563,1
P1,equal,self,378.095739,0
P1,equal,self,725.133302,1
P1,equal,self,348.333678,0
P1,equal,self,334.71846,0
P1,equal,self,1113.282327,1
P1,equal,self,567.648199,1
P1,equal,self,922.66375,1
P1,equal,self,368.478068,1
P1,equal,self,564.259211,1
P1,equal,self,854.691751,1
P1,equal,self,588.647659,1
P1,equal,self,615.634091,1
P1,equal,self,501.835702,1
P1,equal,self,428.738148,1
P1,equal,self,563.182837,1
P1,equal,self,467.406544,1
P1,equal,self,437.951634,1
P1,equal,self,441.621348,0
P1,equal,self,477.000478,1
P1,equal,self,492.212452,1
P1,equal,self,387.785069,1
P1,equal,self,310.067441,1
P1,equal,self,333.750849,1
P1,equal,self,461.157565,1
P1,equal,self,502.596741,1
P1,equal,self,310.536234,1
P1,equal,self,892.53181,1
P1,equal,self,561.654384,1
P1,equal,self,475.505659,1
P1,equal,self,460.224443,0
P1,equal,self,406.446878,1
P1,equal,self,304.500613,1
P1,equal,self,420.780959,1
P1,equal,self,532.461911,1
P1,equal,self,970.912539,1
P1,equal,self,454.054056,1
P1,equal,self,426.239715,1
P1,equal,self,474.825351,1
P1,equal,self,528.483027,1
P1,equal,self,550.639128,1
P1,equal,self,436.891356,1
P1,equal,self,290.420519,1
P1,equal,self,656.153307,1
P1,equal,self,424.413755,1
P1,equal,self,570.040548,0
P1,equal,self,986.30058,1
P1,equal,self,511.13171,1
P1,equal,self,722.103793,1
P1,equal,self,493.884457,0
P1,equal,self,266.362854,1
P1,equal,self,372.409088,1
P1,equal,self,459.624331,1
P1,equal,self,1044.594559,1
P1,equal,self,544.948473,0
P1,equal,self,486.796457,1
P1,equal,self,289.13997,1
P1,equal,self,333.408252,1
P1,equal,self,400.419678,1
P1,equal,self,380.115681,1
P1,equal,self,317.635767,0
P1,equal,self,406.432337,1
P1,equal,self,425.9903,1
P1,equal,self,408.285173,1
P1,equal,self,318.885931,1
P1,equal,self,398.131249,1
P1,equal,self,364.174678,1
P1,equal,self,379.309332,1
P1,equal,self,530.475301,1
P1,equal,self,377.240255,0
P1,equal,self,413.535055,1
P1,equal,self,482.911896,1
P1,equal,self,590.272921,1
P1,equal,self,577.135933,1
P1,equal,self,351.44047,1
P1,equal,self,453.769074,1
P1,equal,self,493.612954,1
P1,equal,self,391.611386,1
P1,equal,self,707.140547,1
P1,equal,self,638.409822,1
P1,equal,self,432.844794,1
P1,equal,self,680.307305,1
P1,equal,self,329.200483,1
P1,equal,self,307.687835,1
P1,equal,self,299.52199,1
P1,equal,self,365.26119,0
P1,equal,self,411.062884,1
P1,equal,self,405.808268,1
P1,equal,self,531.494701,0
P1,equal,self,416.548965,1
P1,equal,self,500.723292,0
P1,equal,self,544.88577,1
P1,equal,self,448.020492,1
P1,equal,self,399.622556,1
P1,equal,self,558.360587,1
P1,equal,self,299.161577,1
P1,equal,self,417.623037,1
P1,equal,self,542.134555,1
P1,equal,self,370.511235,1
P1,equal,self,295.530351,1
P1,equal,self,372.499612,1
P1,equal,self,584.189605,1
P1,equal,self,371.96609,1
P1,equal,self,471.601792,1
P1,equal,self,376.678934,1
P1,equal,self,708.576976,1
P1,equal,self,529.928807,1
P1,equal,friend,371.549159,1
P1,equal,friend,363.527639,1
P1,equal,friend,369.09268,0
P1,equal,friend,285.184186,1
P1,equal,friend,620.60212,0
P1,equal,friend,533.013452,0
P1,equal,friend,302.781809,1
P1,equal,friend,712.394944,1
P1,equal,friend,493.336094,1
P1,equal,friend,661.040705,1
P1,equal,friend,668.403088,0
P1,equal,friend,464.095261,0
P1,equal,friend,466.591121,1
P1,equal,friend,490.206948,0
P1,equal,friend,609.018572,1
P1,equal,friend,361.1083,0
P1,equal,friend,1220.069713,1
P1,equal,friend,522.992382,1
P1,equal,friend,324.252963,0
P1,equal,friend,598.860379,1
P1,equal,friend,1035.737264,1
P1,equal,friend,344.655018,1
P1,equal,friend,450.189085,1
P1,equal,friend,362.918795,1
P1,equal,friend,434.952083,1
P1,equal,friend,517.05336,1
P1,equal,friend,468.101212,1
P1,equal,friend,503.851022,1
P1,equal,friend,553.325482,1
P1,equal,friend,556.678197,1
P1,equal,friend,363.520563,0
P1,equal,friend,542.675545,1
P1,equal,friend,573.094906,1
P1,equal,friend,1240.650032,1
P1,equal,friend,304.903696,1
P1,equal,friend,1478.07578,0
P1,equal,friend,354.353185,1
P1,equal,friend,645.082376,1
P1,equal,friend,316.602423,1
P1,equal,friend,744.234048,1
P1,equal,friend,592.500847,1
P1,equal,friend,328.930906,1
P1,equal,friend,571.887439,0
P1,equal,friend,390.185879,1
P1,equal,friend,295.447902,1
P1,equal,friend,556.957884,1
P1,equal,friend,354.290679,1
P1,equal,friend,463.866307,1
P1,equal,friend,394.746715,1
P1,equal,friend,453.706653,1
P1,equal,friend,396.07868,1
P1,equal,friend,453.108663,1
P1,equal,friend,355.219988,1
P1,equal,friend,409.659241,1
P1,equal,friend,511.357346,1
P1,equal,friend,368.382354,1
P1,equal,friend,384.651613,1
P1,equal,friend,282.497196,1
P1,equal,friend,738.012308,1
P1,equal,friend,408.270695,1
P1,equal,friend,366.189628,1
P1,equal,friend,437.862578,1
P1,equal,friend,623.760759,1
P1,equal,friend,307.10577,1
P1,equal,friend,328.375026,1
P1,equal,friend,451.77048,1
P1,equal,friend,412.971471,1
P1,equal,friend,832.291147,1
P1,equal,friend,280.109379,1
P1,equal,friend,489.680047,1
P1,equal,friend,384.85326,1
P1,equal,friend,378.470242,0
P1,equal,friend,669.019938,1
P1,equal,friend,703.163071,1
P1,equal,friend,716.108391,1
P1,equal,friend,659.808096,1
P1,equal,friend,442.297787,1
P1,equal,friend,281.950883,1
P1,equal,friend,411.111105,1
P1,equal,friend,305.231584,1
P1,equal,friend,784.245824,1
P1,equal,friend,489.094295,1
P1,equal,friend,1055.478556,1
P1,equal,friend,401.854465,1
P1,equal,friend,623.428585,0
P1,equal,friend,871.801084,1
P1,equal,friend,603.88912,1
P1,equal,friend,325.870276,1
P1,equal,friend,427.195133,1
P1,equal,friend,691.917947,1
P1,equal,friend,450.645546,1
P1,equal,friend,992.600992,0
P1,equal,friend,327.744921,0
P1,equal,friend,370.724458,1
P1,equal,friend,376.084282,1
P1,equal,friend,422.301235,1
P1,equal,friend,540.448586,1
P1,equal,friend,472.517075,1
P1,equal,friend,384.862535,1
P1,equal,friend,526.597493,0
P1,equal,friend,584.927806,1
P1,equal,friend,637.960765,1
P1,equal,friend,462.663847,1
P1,equal,friend,341.285074,1
P1,equal,friend,408.126786,1
P1,equal,friend,318.974299,1
P1,equal,friend,617.195719,1
P1,equal,friend,368.077527,1
P1,equal,friend,295.816542,0
P1,equal,friend,397.138986,0
P1,equal,friend,630.993761,1
P1,equal,friend,363.179246,1
P2,self,self,376.828982,1
P2,self,self,348.452239,1
P2,self,self,375.528027,1
P2,self,self,340.182794,1
P2,self,self,328.130031,1
P2,self,self,584.713292,1
P2,self,self,499.669823,1
P2,self,self,1126.15705,1
P2,self,self,632.317865,1
P2,self,self,501.355142,1
P2,self,self,576.794482,1
P2,self,self,336.860473,1
P2,self,self,312.385341,1
P2,self,self,421.93421,1
P2,self,self,401.822451,1
P2,self,self,567.177266,1
P2,self,self,464.432122,1
P2,self,self,362.111546,1
P2,self,self,497.029002,1
P2,self,self,318.192869,1
P2,self,self,315.318864,1
P2,self,self,806.541986,1
P2,self,self,589.872841,1
P2,self,self,595.134946,1
P2,self,self,450.479837,1
P2,self,self,460.48041,0
P2,self,self,381.332198,1
P2,self,self,428.977673,1
P2,self,self,554.777277,1
P2,self,self,504.775168,0
P2,self,self,1152.686095,1
P2,self,self,398.905384,1
P2,self,self,474.843741,1
P2,self,self,599.73219,1
P2,self,self,445.971724,1
P2,self,self,284.537794,1
P2,self,self,460.039403,1
P2,self,self,405.211629,1
P2,self,self,285.290267,1
P2,self,self,458.775064,1
P2,self,self,504.130092,1
P2,self,self,483.647851,1
P2,self,self,405.877544,1
P2,self,self,435.598065,1
P2,self,self,309.581316,1
P2,self,self,441.655499,1
P2,self,self,255.773777,1
P2,self,self,351.03739,1
P2,self,self,427.281875,1
P2,self,self,437.421412,1
P2,self,self,391.523693,1
P2,self,self,392.303026,1
P2,self,self,395.042041,1
P2,self,self,393.053988,1
P2,self,self,423.345725,1
P2,self,self,401.476721,1
P2,self,self,360.649564,1
P2,self,self,323.572648,1
P2,self,self,384.099039,1
P2,self,self,514.980429,1
P2,self,self,416.505442,1
P2,self,self,793.682425,1
P2,self,self,534.611305,1
P2,self,self,402.25052,1
P2,self,self,415.047413,1
P2,self,self,776.933043,1
P2,self,self,488.03787,1
P2,self,self,462.685689,1
P2,self,self,356.725326,1
P2,self,self,417.664188,1
P2,self,self,337.306261,1
P2,self,self,341.970442,1
P2,self,self,521.083195,1
P2,self,self,354.759497,1
P2,self,self,330.221402,1
P2,self,self,410.445256,1
P2,self,self,392.208761,1
P2,self,self,384.035785,1
P2,self,self,452.400189,1
P2,self,self,340.617774,1
P2,self,self,363.157669,1
P2,self,self,495.279022,1
P2,self,self,727.608567,1
P2,self,self,596.36722,1
P2,self,self,493.940164,1
P2,self,self,605.153155,1
P2,self,self,290.607443,1
P2,self,self,595.477338,1
P2,self,self,418.458519,1
P2,self,self,375.682117,1
P2,self,self,411.514387,1
P2,self,self,365.842441,1
P2,self,self,436.113166,1
P2,self,self,455.666156,1
P2,self,self,248.983668,1
P2,self,self,580.43873,1
P2,self,self,327.206094,1
P2,self,self,487.425413,1
P2,self,self,1064.013543,1
P2,self,self,523.159,1
P2,self,self,543.598616,1
P2,self,self,382.694663,1
P2,self,self,441.793748,1
P2,self,self,308.44302,1
P2,self,self,512.15391,1
P2,self,self,495.228988,1
P2,self,self,450.422916,1
P2,self,self,332.66994,1
P2,self,self,362.602971,1
P2,self,self,354.794629,1
P2,self,self,463.939958,1
P2,self,self,382.898838,0
P2,self,self,762.165582,1
P2,self,self,595.417244,1
P2,self,self,299.799095,1
P2,self,self,689.689069,1
P2,self,self,283.582125,1
P2,self,self,464.961076,1
P2,self,self,554.014426,1
P2,self,self,474.381432,1
P2,self,self,449.451184,1
P2,self,self,406.854196,1
P2,self,self,530.50999,1
P2,self,self,393.716032,1
P2,self,self,278.724108,1
P2,self,self,465.655483,1
P2,self,self,338.277626,1
P2,self,self,403.904074,1
P2,self,self,421.883557,1
P2,self,self,371.167128,1
P2,self,self,399.877795,1
P2,self,self,393.913721,1
P2,self,self,462.673582,1
P2,self,self,321.746186,1
P2,self,self,1004.298314,1
P2,self,self,639.417543,1
P2,self,self,393.718873,1
P2,self,self,274.598391,1
P2,self,self,539.685839,1
P2,self,self,346.717075,1
P2,self,self,522.465231,1
P2,self,self,393.180458,1
P2,self,self,405.197557,1
P2,self,self,568.454328,1
P2,self,self,594.088162,1
P2,self,self,355.563586,1
P2,self,self,331.861422,1
P2,self,self,652.253198,1
P2,self,self,418.972358,1
P2,self,self,328.139543,1
P2,self,self,479.969404,1
P2,self,self,363.209762,1
P2,self,self,414.855891,1
P2,self,self,437.336101,1
P2,self,self,325.905438,1
P2,self,self,509.37078,1
P2,self,self,336.576124,1
P2,self,self,444.614654,1
P2,self,self,359.372945,1
P2,self,self,608.296937,1
P2,self,self,308.041935,1
P2,self,self,285.561842,1
P2,self,self,454.226535,1
P2,self,self,689.886152,1
P2,self,self,442.472032,1
P2,self,self,335.265842,1
P2,self,self,360.537954,1
P2,self,self,273.546236,1
P2,self,friend,562.093675,1
P2,self,friend,360.03997,0
P2,self,friend,456.904785,1
P2,self,friend,436.859616,1
P2,self,friend,350.255667,0
P2,self,friend,514.830244,1
P2,self,friend,369.613681,1
P2,self,friend,464.155126,1
P2,self,friend,424.685074,1
P2,self,friend,294.641295,1
P2,self,friend,714.157357,1
P2,self,friend,426.274589,1
P2,self,friend,590.551452,1
P2,self,friend,360.366244,1
P2,self,friend,498.258914,1
P2,self,friend,452.400547,1
P2,self,friend,429.935556,1
P2,self,friend,450.298947,1
P2,self,friend,586.161554,1
P2,self,friend,532.631904,0
P2,self,friend,446.543189,1
P2,self,friend,559.524685,1
P2,self,friend,684.627317,1
P2,self,friend,485.26822,1
P2,self,friend,269.27074,0
P2,self,friend,339.010107,0
P2,self,friend,839.561861,1
P2,self,friend,353.068514,1
P2,self,friend,419.88267,1
P2,self,friend,424.960274,1
P2,self,friend,405.361455,1
P2,self,friend,337.395264,1
P2,self,friend,616.94083,1
P2,self,friend,892.873358,1
P2,self,friend,443.123154,1
P2,self,friend,611.261018,1
P2,self,friend,605.278878,1
P2,self,friend,389.151959,0
P2,self,friend,400.850644,1
P2,self,friend,483.364141,1
P2,self,friend,442.494088,1
P2,self,friend,447.545921,1
P2,self,friend,357.96842,1
P2,self,friend,549.335187,1
P2,self,friend,804.391228,1
P2,self,friend,374.424019,1
P2,self,friend,518.397338,1
P2,self,friend,329.515124,1
P2,self,friend,555.375611,1
P2,self,friend,471.062367,1
P2,self,friend,414.998225,1
P2,self,friend,452.08436,1
P2,self,friend,546.145521,1
P2,self,friend,885.410857,0
P2,self,friend,576.425067,1
P2,self,friend,441.049695,1
P2,equal,self,401.190278,1
P2,equal,self,482.824765,1
P2,equal,self,574.365507,1
P2,equal,self,589.281876,1
P2,equal,self,661.55575,1
P2,equal,self,544.933349,1
P2,equal,self,700.624497,1
P2,equal,self,618.457704,1
P2,equal,self,704.955443,1
P2,equal,self,671.267659,1
P2,equal,self,462.499099,1
P2,equal,self,502.67947,1
P2,equal,self,414.164877,1
P2,equal,self,287.387332,1
P2,equal,self,335.904579,1
P2,equal,self,455.163414,1
P2,equal,self,486.055568,0
P2,equal,self,258.45174,1
P2,equal,self,529.140458,1
P2,equal,self,711.361443,1
P2,equal,self,961.894962,1
P2,equal,self,470.17292,1
P2,equal,self,389.086479,1
P2,equal,self,717.992002,1
P2,equal,self,372.117632,1
P2,equal,self,635.237803,1
P2,equal,self,439.295159,1
P2,equal,self,409.416396,1
P2,equal,self,347.452342,1
P2,equal,self,399.499314,1
P2,equal,self,248.846255,1
P2,equal,self,353.377817,1
P2,equal,self,642.90706,1
P2,equal,self,652.168282,1
P2,equal,self,377.12133,1
P2,equal,self,802.519458,1
P2,equal,self,433.091317,1
